Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,LBigToe,LSmallToe,LHeel,RBigToe,RSmallToe,RHeel,Background
"0.865579, 197.694, 1230.81","256.536, 0.542196, 1354.46","0.365604, 1354.37, 250.663","1280.82, 0.0669325, 397.818",0,"256.555, 0.640715, 1354.48","0.801583, 1260.35, 421.391","288.951, 1233.84, 0.82378","0.495455, 609.754, 1378","0.403719, 1354.47, 606.846","0.492933, 1330.78, 862.918","0.489662, 1313.23, 1074.81","0.506004, 612.721, 1398.61","904.023, 0.548321, 1357.43",0,0,"0.856861, 1242.54, 171.214",0,"0.867156, 162.361, 1307.4",0,0,0,"0.166062, 1074.8, 1269.01","0.173377, 1051.26, 1263.2","0.303578, 1074.88, 1325",
"200.762, 1233.6, 0.852839","0.615896, 1342.63, 271.203","0.413579, 274.252, 1319.06","0.0902833, 409.601, 1263.18",0,"1360.27, 265.399, 0.652544","415.601, 0.779501, 1263.19","0.830429, 1233.83, 291.815","0.509759, 615.606, 1375.03","612.706, 0.428547, 1348.54","0.574337, 1324.92, 853.98","0.590056, 1074.8, 1307.45","0.500685, 618.547, 1398.55","0.585711, 1354.31, 895.251","0.0552646, 1074.9, 1421.97",0,"0.875775, 174.139, 1239.61",0,"168.241, 0.877223, 1307.29",0,0,0,"0.179958, 1074.79, 1260.21","0.198922, 1051.22, 1260.15","0.410224, 1321.99, 1074.86",
"0.824029, 1233.7, 215.329","0.625324, 1339.67, 277.136","0.453649, 1310.25, 286.005","0.0851884, 406.687, 1263.2",0,"0.652417, 1363.23, 271.326","0.748778, 1266.07, 421.388","0.821922, 297.771, 1236.61","0.437136, 609.728, 1366.15","1336.72, 0.328867, 600.991","848.153, 1322.06, 0.408214","0.574213, 1074.81, 1310.21","0.505281, 618.554, 1380.87","880.523, 0.463193, 1333.88","0.0664223, 1074.9, 1422.19","0.0766331, 1233.72, 194.609","0.839653, 182.974, 1239.69",0,"1304.4, 177.115, 0.884592",0,0,0,"0.0984048, 1074.8, 1263.1","0.109493, 1074.81, 1271.95","0.372737, 1322.03, 1074.87",
"0.767478, 233.006, 1230.67","0.554517, 1348.5, 294.884","0.374321, 1330.91, 294.787","0.108012, 1242.61, 453.695","0.0620732, 338.925, 1213.23","0.660303, 1354.38, 294.887","0.732054, 1277.81, 439.032","312.491, 0.753339, 1239.59","624.477, 1354.38, 0.433888","0.350808, 618.582, 1327.86","883.541, 0.470329, 1307.25","0.421165, 1321.99, 1074.87","0.452691, 1377.88, 636.215","0.598076, 1330.88, 907.095",0,"1224.87, 0.0766899, 212.367","0.858228, 203.595, 1236.75",0,"197.773, 0.849888, 1301.41",0,0,0,"0.0767072, 1074.88, 1295.51","0.0664696, 1074.9, 1295.52","0.18632, 1074.9, 1325.01",
"0.788163, 1230.66, 247.826","0.548717, 1345.59, 318.302","0.384163, 321.315, 1316.15","480.25, 0.166951, 1245.49","0.0681713, 1236.7, 383.116","0.632552, 1369.07, 315.337","0.737651, 1292.57, 462.619","0.736492, 338.871, 1245.49","648.06, 0.462802, 1351.42","0.38119, 1324.98, 647.992","0.564154, 1298.51, 907.079","0.239779, 1074.88, 1327.82","0.454956, 653.931, 1374.95","0.67758, 921.738, 1327.99",0,"0.103685, 1219.09, 227.198","224.251, 0.885794, 1236.78",0,"224.08, 0.882407, 1301.47",0,0,0,0,0,"0.079004, 1330.78, 1074.91",
"0.790413, 268.427, 1230.67","0.637219, 1345.56, 338.943","344.89, 1307.39, 0.4814","0.215862, 489.112, 1242.55","0.117138, 1218.99, 365.442","0.675246, 327.244, 1375.01","1304.32, 0.825461, 483.231","1248.46, 0.750413, 359.549","0.51913, 668.649, 1342.67","0.477803, 665.681, 1310.25","0.578676, 907.04, 1286.7","0.178555, 1330.73, 1074.89","0.480387, 674.474, 1374.96","936.417, 0.689195, 1327.86",0,"0.144022, 1219.01, 247.818","0.906383, 1236.72, 244.752",0,"0.857064, 241.858, 1301.36",0,0,0,0,0,"0.0505051, 1074.91, 1333.78",
"283.059, 0.790959, 1219.08","0.785622, 1330.9, 359.568","368.4, 0.702596, 1286.65","0.755008, 1233.81, 506.79","368.484, 0.753466, 1210.27","0.767517, 1377.94, 341.977","0.861825, 1307.24, 503.893","0.787379, 371.389, 1254.27","0.558096, 1348.42, 671.616","0.538014, 1307.36, 671.585","0.585381, 1266.07, 898.197","0.249055, 1330.96, 1074.87","0.518127, 1378.01, 677.414","0.728874, 930.608, 1307.29","1392.6, 1074.9, 0.0618117","0.0892623, 1219.02, 262.427","256.544, 1233.79, 0.875478",0,"0.836565, 1298.43, 250.788",0,0,0,0,0,"0.114648, 1345.6, 1074.89",
"1216.01, 0.843727, 288.915","0.844765, 1330.76, 362.601","368.453, 0.698741, 1277.87","0.75847, 1233.64, 515.59","0.712898, 1210.13, 371.374","0.701373, 1386.78, 356.585","0.829165, 1310.33, 503.898","0.820233, 1257.19, 385.92","0.592655, 1348.48, 671.606","0.580216, 1307.32, 671.522","0.680534, 1257.18, 883.503","0.294373, 1074.87, 1327.88","0.539601, 1380.94, 677.425","1304.28, 0.752675, 930.495","0.0534618, 1074.9, 1398.47","0.2045, 268.332, 1213.23","0.914435, 1233.81, 265.414",0,"0.880485, 1298.51, 268.167",0,0,0,"1304.3, 1074.87, 0.0589504",0,"1336.78, 1074.9, 0.135939",
"1216.05, 0.843355, 288.839","1328, 0.848317, 362.537","368.437, 0.699216, 1277.8","512.676, 1233.6, 0.797585","0.746652, 1210.08, 380.161","0.719166, 347.828, 1383.87","0.816614, 1313.16, 503.776","0.824579, 1257.28, 385.997","0.612371, 1348.54, 677.436","1304.42, 0.614763, 674.489","0.647721, 1257.22, 877.581","0.219601, 1074.87, 1327.94","1392.62, 0.550271, 683.321","1304.42, 0.797923, 930.561",0,"1216.15, 265.411, 0.15837","0.899273, 265.344, 1236.54",0,"0.873102, 265.449, 1298.51",0,0,0,0,0,"0.0865541, 1074.9, 1333.89",
"0.770731, 277.227, 1221.99","0.788934, 1330.93, 356.577","1280.77, 0.737466, 362.473","0.80893, 1233.85, 506.827","0.708255, 1210.26, 380.116","1392.68, 0.726093, 342.069","0.779917, 497.915, 1319.03","0.83077, 1260.15, 365.589","0.646004, 668.614, 1351.4","0.645188, 665.692, 1307.24","0.653639, 871.727, 1263.23","0.16103, 1330.79, 1074.89","1392.7, 0.571475, 671.619","0.698069, 1313.23, 918.834",0,"256.577, 1219.08, 0.118256","0.864541, 1236.7, 253.569",0,"0.822466, 250.768, 1301.47",0,0,0,0,0,0,
"0.845748, 1233.8, 265.37","1336.7, 0.777812, 341.915","0.663739, 1283.67, 356.599","0.730687, 1236.76, 494.981","0.670892, 365.406, 1221.91","0.74259, 333.076, 1398.47","480.254, 1321.99, 0.804769","344.88, 0.724923, 1260.2","0.594689, 1345.61, 665.659","1304.32, 665.605, 0.590757","0.641956, 883.514, 1286.82","0.323527, 1330.83, 1074.88","0.540628, 1386.77, 668.571","0.735543, 1330.79, 907.057",0,"0.125961, 1233.65, 244.645","1248.39, 241.883, 0.842657",0,"1304.4, 241.834, 0.825327",0,0,0,0,0,"0.127036, 1074.91, 1333.91",
"0.856404, 244.804, 1239.7","0.716041, 324.283, 1351.44","0.555025, 338.863, 1301.35","480.145, 0.322591, 1245.47","0.485263, 1227.82, 356.661","0.733427, 1404.41, 318.324","0.796508, 1324.95, 462.682","336.03, 0.743433, 1274.9","648.048, 0.58396, 1354.42","647.969, 0.533074, 1319.07","1304.27, 0.652011, 877.528","0.281533, 1330.76, 1074.88","1392.7, 0.529816, 650.999","0.650248, 898.161, 1339.64","1448.54, 1074.89, 0.0860011","224.212, 0.277608, 1239.66","224.072, 1257.39, 0.933058",0,"0.858791, 227.084, 1327.78",0,0,0,0,0,"0.104022, 1074.91, 1333.85",
"0.807318, 1251.37, 230.129","0.799917, 1354.42, 318.372","1304.39, 0.661568, 330.099","0.719086, 1257.31, 477.287","0.729422, 347.855, 1236.55","1416.22, 0.701881, 312.478","0.836689, 459.561, 1324.99","1280.88, 321.351, 0.773892","0.584976, 642.15, 1357.41","0.540924, 639.194, 1319.1","0.708514, 859.985, 1301.43","1328.02, 0.511778, 1074.86","0.55515, 1401.41, 645.087","0.722239, 1354.4, 898.151","0.0509242, 1466.21, 1074.9","0.257159, 1251.37, 215.353","0.822116, 1266.08, 212.398",0,"0.887123, 1330.97, 221.151",0,0,0,"0.1006, 1074.89, 1307.35",0,"1336.71, 1074.9, 0.232654",
"0.867218, 1257.28, 227.106","312.47, 0.775745, 1357.37","1304.45, 0.723601, 315.433","0.737809, 1260.28, 477.216","0.749168, 342.011, 1239.55","0.723451, 1422.05, 303.654","456.811, 0.849708, 1327.86","0.798281, 321.295, 1283.86","1360.29, 633.312, 0.571643","0.549065, 630.34, 1319.04","0.746616, 854.089, 1286.74","0.566478, 1330.99, 1074.86","0.536064, 1404.44, 639.179","904.117, 0.729685, 1374.87",0,"200.83, 1257.26, 0.226584","0.877241, 1274.98, 203.55",0,"0.844123, 203.623, 1342.63",0,0,0,"0.114676, 1074.9, 1324.96","0.101853, 1322.02, 1074.91","0.284271, 1345.52, 1074.89",
"0.874868, 227.217, 1260.22","0.718343, 315.472, 1374.86","0.549367, 321.345, 1319.06","1280.74, 0.43642, 477.236","0.335634, 342, 1254.23","312.493, 1425.07, 0.70186","0.805503, 468.503, 1327.93","0.80552, 321.385, 1283.69","0.582692, 642.098, 1372.05","0.576325, 639.153, 1327.8","1280.9, 0.787926, 856.852","0.484064, 1345.55, 1074.87","0.523097, 1419.06, 645.047","0.796763, 1378.03, 924.588",0,"0.171743, 1260.15, 206.523","1280.72, 0.891913, 203.654",0,"0.84628, 203.679, 1348.53",0,0,0,"0.1111, 1330.85, 1074.89","0.0866774, 1074.91, 1333.81","0.249436, 1354.38, 1074.89",
"0.832508, 1260.33, 238.916","0.670408, 324.23, 1375.02","0.462518, 1322.02, 335.998","456.776, 1274.94, 0.0868836",0,"0.709797, 1427.93, 318.404","0.834197, 1330.78, 483.221","0.771997, 1283.76, 335.985","0.545004, 1377.93, 659.809","0.568425, 1330.81, 653.907","856.992, 0.795188, 1274.85","0.717743, 1074.84, 1351.51","0.487413, 1425.04, 668.581","930.678, 0.749271, 1386.79",0,"0.265689, 1260.22, 221.112","1280.94, 0.875872, 218.209",0,"0.860813, 1354.29, 215.299",0,0,0,"1336.77, 1074.89, 0.136667","0.130675, 1074.9, 1339.67","0.426664, 1074.86, 1357.43",
"0.868392, 1260.3, 247.745","0.702353, 338.968, 1380.84","344.827, 0.542985, 1330.92","0.103182, 1283.67, 471.415",0,"0.65977, 333.093, 1430.89","0.814385, 1333.86, 503.729","0.77028, 1286.76, 359.48","0.532138, 1395.51, 671.607","0.527079, 1345.57, 668.654","0.79981, 860.028, 1263.23","0.716787, 1354.54, 1074.83","680.381, 0.469762, 1439.69","0.707278, 945.274, 1386.81",0,"0.315845, 227.092, 1260.23","1280.92, 224.119, 0.931665",0,"224.147, 0.924111, 1354.29",0,0,0,"0.130182, 1074.9, 1351.41","0.119783, 1074.91, 1348.48","0.412657, 1369.08, 1074.86",
"0.822468, 1260.25, 262.41","0.640547, 1386.74, 347.858","0.49142, 1339.73, 356.598","0.0579207, 1283.7, 483.193",0,"344.917, 0.652983, 1430.96","0.8239, 1333.83, 527.364","0.732893, 1289.71, 362.559","0.536997, 689.252, 1404.49","0.503424, 683.304, 1366.13","0.819144, 1260.23, 871.731","0.311399, 1369.08, 1074.87","0.480743, 1445.72, 695.156","0.707521, 954.192, 1389.7",0,"0.230549, 241.819, 1260.27","1280.92, 0.846162, 235.988",0,"0.841073, 241.819, 1351.49",0,0,0,"0.0588188, 1354.44, 1074.87",0,"0.144868, 1074.88, 1375.09",
"0.872757, 1260.23, 271.323","0.705023, 365.391, 1383.84","0.531481, 1330.83, 365.39",0,0,"0.682327, 1442.71, 365.431","1336.79, 0.746734, 539.12","0.750407, 1298.42, 383.092","0.565227, 692.15, 1422.01","0.553782, 1377.86, 686.299","880.446, 0.845114, 1260.1","0.193337, 1074.89, 1372.07","0.482898, 698.041, 1463.24","968.754, 0.715531, 1395.58",0,"0.2536, 250.696, 1260.26","1280.92, 0.920468, 247.787",0,"0.884328, 1354.3, 250.692",0,0,0,0,0,"0.0771732, 1377.94, 1074.89",
"0.841383, 283.034, 1260.28","371.332, 0.686271, 1395.53","368.409, 0.494665, 1339.66",0,0,"0.671554, 377.205, 1445.68","0.819064, 1333.91, 550.851","0.759472, 1301.32, 391.927","0.568087, 1419.16, 695.098","0.575764, 692.099, 1375","0.852566, 883.42, 1260.15","0.168818, 1074.89, 1374.85","0.479074, 701.016, 1463.24","968.787, 0.698434, 1398.43",0,"256.639, 1260.34, 0.135828","0.872592, 1283.66, 253.655",0,"0.862516, 1354.38, 259.46",0,0,0,0,0,"0.0613431, 1377.92, 1074.9",
"0.823337, 283.012, 1263.11","1392.66, 377.182, 0.686801","1336.76, 0.532119, 371.347","0.101952, 506.793, 1283.73",0,"0.68586, 380.21, 1445.68","1336.78, 0.800292, 550.859","0.756491, 1298.52, 386.128","0.568291, 1413.26, 695.113","0.572612, 692.148, 1366.22","0.849246, 883.356, 1260.1","0.172208, 1074.88, 1374.86","0.49447, 1457.44, 701.021","968.821, 0.708916, 1395.57",0,"0.184763, 259.493, 1263.22","259.531, 0.841366, 1283.81",0,"0.883675, 265.321, 1354.49",0,0,0,0,0,"0.0650142, 1377.95, 1074.89",
"0.785746, 1266.09, 277.234","0.696582, 374.283, 1398.47","368.497, 0.56252, 1351.45","0.0656329, 1283.84, 503.837",0,"0.682781, 377.254, 1445.57","0.779713, 1339.68, 550.745","0.771276, 1301.43, 383.077","1416.21, 0.580341, 692.156","0.576293, 1369.1, 689.181","880.461, 1257.32, 0.852915","0.354325, 1369.06, 1074.88","0.495347, 698.023, 1463.28","0.73232, 1401.54, 965.929",0,"0.139128, 1266.07, 253.695","256.538, 0.819639, 1286.66",0,"0.862586, 1354.5, 262.463",0,0,0,"0.0678719, 1354.41, 1074.89",0,"0.173097, 1377.87, 1074.88",
"0.84228, 271.291, 1263.19","0.68219, 365.471, 1398.63","0.503238, 1354.47, 365.441",0,0,"0.669079, 365.59, 1445.64","1336.78, 0.777416, 533.276","1304.38, 0.821898, 386.117","0.562002, 1410.35, 677.441","0.563157, 674.474, 1363.21","0.800239, 874.623, 1260.14","0.488845, 1074.87, 1366.16","0.49142, 1460.31, 686.231","0.710728, 954.153, 1407.44",0,"0.192225, 247.862, 1263.23","0.918053, 1283.73, 247.731",0,"0.831713, 1354.55, 253.683",0,0,0,"0.106898, 1074.9, 1357.34",0,"0.267721, 1377.87, 1074.89",
"256.52, 0.792916, 1263.2","1392.64, 0.704392, 344.863","344.884, 0.511527, 1333.83","0.119904, 1289.66, 459.696","0.355403, 1260.21, 365.478","344.847, 0.711761, 1445.73","0.775345, 1345.53, 503.906","1304.39, 0.725998, 362.535","0.584337, 1404.43, 671.545","0.597834, 1354.5, 668.628","0.786598, 860.015, 1263.15","0.704484, 1354.52, 1074.83","0.49974, 1451.57, 677.447","0.687781, 1419.11, 948.171",0,"0.165114, 235.939, 1263.25","0.846049, 1283.74, 238.823",0,"0.844297, 241.803, 1354.39",0,0,0,"0.128073, 1074.91, 1351.48","0.116943, 1074.91, 1351.44","0.402812, 1369.06, 1074.87",
"0.851633, 250.674, 1260.29","1392.6, 0.664993, 335.946","0.513088, 338.869, 1348.49","0.105428, 468.463, 1301.44",0,"0.63062, 1433.91, 330.111","0.733243, 489.079, 1342.59","1304.37, 0.747603, 344.886","0.545795, 1404.41, 653.921","0.568344, 1354.52, 651.001","856.977, 0.796263, 1274.87","0.740807, 1074.83, 1351.43","0.479057, 1451.55, 662.703","0.728657, 930.554, 1428.09",0,"0.127636, 227.234, 1260.16","1280.74, 224.274, 0.91117",0,"224.298, 0.877649, 1351.35",0,0,0,"0.143747, 1345.54, 1074.91","0.136311, 1345.52, 1074.91","0.460176, 1074.87, 1357.3",
"0.855195, 241.789, 1260.15","0.80287, 318.296, 1375.06","0.587629, 1324.9, 324.218","0.549129, 1301.44, 471.442","0.687395, 347.858, 1260.14","312.444, 0.675733, 1436.78","480.101, 0.76747, 1342.6","1304.36, 0.761382, 333.091","0.60048, 1401.57, 645.116","0.626662, 1354.39, 645.071","856.994, 0.828995, 1283.71","0.686043, 1348.46, 1060.11","648.019, 0.529856, 1451.5","0.744063, 1442.64, 909.964",0,"0.308149, 1257.39, 221.32","1280.69, 0.884692, 218.314",0,"0.841395, 218.244, 1348.41",0,0,0,"0.129126, 1330.88, 1074.91","0.136219, 1322.04, 1074.89","0.53666, 1354.41, 1074.84",
"0.864965, 235.955, 1260.09","0.832242, 315.296, 1375.11","0.688325, 1324.88, 318.405","0.668789, 1298.49, 471.465","0.799474, 1257.33, 359.57","0.707285, 297.813, 1436.82","456.732, 0.840044, 1351.34","1304.45, 0.809342, 318.502","0.610024, 1401.4, 630.343","0.616774, 630.331, 1351.48","856.965, 0.775147, 1295.5","0.69252, 1074.81, 1351.37","1448.67, 0.548242, 630.342","0.778464, 1445.68, 901.07","0.0576897, 1074.9, 1516.12","0.248819, 1257.37, 218.298","0.867592, 212.4, 1277.89",0,"0.837713, 203.701, 1342.62",0,0,0,"0.122944, 1074.91, 1348.46","0.123957, 1074.91, 1342.62","0.480686, 1354.48, 1074.85",
"0.868899, 1260.16, 238.914","0.819036, 309.507, 1374.97","0.681127, 1316.12, 318.435","0.761486, 1283.66, 477.282","0.734141, 350.703, 1254.38","0.761192, 1433.83, 291.946","456.588, 0.867141, 1351.47","1304.29, 0.815418, 318.313","0.608326, 633.317, 1398.62","0.59848, 633.311, 1351.36","0.728724, 851.139, 1301.39","0.677699, 1354.43, 1074.84","1448.63, 633.332, 0.548645","0.758411, 892.298, 1445.65","0.053744, 1074.9, 1516.3","0.380259, 1257.36, 221.157","1280.7, 0.896988, 218.205",0,"0.875046, 203.63, 1348.45",0,0,0,"0.119668, 1354.38, 1074.92","0.11249, 1074.92, 1351.46","0.376975, 1074.89, 1366.12",
"0.875547, 1260.12, 244.806","312.415, 0.819797, 1375","0.642683, 1322.05, 318.318","1280.7, 0.286578, 471.436","0.569726, 1257.26, 341.853","0.758237, 1428.03, 294.943","456.566, 0.855735, 1354.56","1304.35, 0.781897, 315.38","0.565162, 1395.56, 636.242","1336.75, 0.573598, 636.226","1304.33, 0.778789, 860.024","0.47937, 1074.87, 1357.38","0.545495, 1445.71, 639.146","0.74404, 889.342, 1436.78","0.065308, 1074.9, 1519.09","224.095, 1257.4, 0.353115","1280.81, 0.88531, 221.147",0,"0.798652, 218.293, 1333.9",0,0,0,0,0,"0.23925, 1369.16, 1074.89",
"0.835882, 244.816, 1263.25","0.806506, 1372.1, 335.922","0.7091, 1307.35, 341.931","0.781189, 489.088, 1260.33","344.832, 1257.14, 0.742661","0.761387, 1436.8, 318.3","1360.27, 0.803394, 462.537","0.762701, 1307.32, 327.165","0.589306, 1386.82, 645.03","0.62802, 1330.95, 645.048","1304.23, 0.760844, 871.646","0.481188, 1074.87, 1357.4","0.568292, 1445.5, 645.046","0.723053, 1430.98, 895.209","1528.09, 1074.9, 0.0565524","224.333, 0.835714, 1260.2","224.069, 0.894922, 1286.71",0,"0.811597, 227.247, 1357.35",0,0,0,0,0,"0.240621, 1074.89, 1371.99",
"0.803238, 1269.01, 262.421","0.824223, 1357.41, 342.054","0.706977, 1298.48, 362.417","0.823126, 506.69, 1260.33","0.79955, 1257.14, 365.469","0.728218, 330.153, 1428","0.815816, 1369.13, 477.251","0.787542, 338.975, 1307.44","0.591556, 1380.85, 653.938","1328, 0.618599, 656.816","0.701, 874.619, 1295.55","0.517904, 1354.52, 1074.87","656.842, 0.528025, 1436.77","0.728627, 1445.55, 909.997","0.0693317, 1074.9, 1542.68","0.909586, 1260.18, 244.642","0.852209, 1292.55, 238.905",0,"0.88726, 1357.29, 247.604",0,0,0,0,0,"0.248296, 1074.89, 1366.2",
"0.848595, 268.307, 1269.02","0.843544, 362.444, 1357.34","0.676627, 377.264, 1292.6","512.622, 0.747759, 1266.12","1248.43, 0.754879, 392.008","0.777799, 341.837, 1430.97","0.876712, 483.339, 1374.98","0.778544, 1307.38, 350.753","0.610816, 668.676, 1380.85","1328.01, 0.630929, 671.491","0.712892, 883.412, 1286.82","0.296285, 1354.52, 1074.87","0.541886, 1436.76, 671.508","1448.47, 0.751992, 927.496","0.0696829, 1545.71, 1074.9","0.934602, 1260.16, 247.708","0.910059, 1289.66, 244.8",0,"0.884593, 1354.45, 247.862",0,0,0,0,0,"0.131213, 1074.89, 1371.98",
"0.844184, 1274.9, 271.421","0.807848, 362.391, 1363.19","368.485, 0.663002, 1301.42","1280.76, 521.457, 0.780363","0.775835, 1245.48, 406.563","0.768019, 341.946, 1430.95","0.844306, 492.042, 1374.91","0.82785, 362.514, 1307.44","0.610652, 1378.03, 677.437","0.6327, 674.509, 1327.94","880.608, 0.768474, 1283.88","0.268321, 1354.52, 1074.88","680.407, 0.544447, 1436.8","1448.53, 0.777002, 930.635",0,"0.895634, 1260.3, 253.597","0.892482, 247.834, 1295.56",0,"0.868538, 1354.29, 253.618",0,0,0,0,0,"0.123836, 1074.89, 1371.99",
"0.841866, 1274.94, 271.423","0.824475, 1372.09, 359.61","0.663581, 365.549, 1310.23","0.709085, 1286.65, 527.248","0.751897, 409.666, 1251.35","0.751726, 1433.84, 341.971","0.824848, 492.036, 1374.86","0.832257, 362.522, 1307.32","0.60919, 1377.96, 674.494","671.654, 0.617466, 1327.88","0.736261, 883.416, 1286.78","0.298443, 1354.49, 1074.87","0.548074, 674.513, 1430.97","0.740858, 930.619, 1451.63",0,"0.877682, 1260.34, 253.615","0.883463, 247.838, 1295.53",0,"256.557, 0.84182, 1354.42",0,0,0,0,0,"0.137807, 1369.16, 1074.89",
"0.894722, 1277.93, 271.306","356.646, 0.807587, 1372.09","0.678051, 365.43, 1310.31","0.685438, 521.405, 1301.44","0.763487, 1257.33, 409.495","0.760648, 341.815, 1430.94","0.822543, 1372.1, 492.016","0.815787, 362.572, 1307.38","0.59565, 668.578, 1383.8","0.633945, 1330.8, 668.59","0.701246, 1292.55, 877.634","0.415248, 1354.31, 1074.86","0.57052, 1442.62, 668.58","0.735941, 933.476, 1463.26",0,"0.88002, 250.689, 1263.17","0.921144, 1301.37, 247.693",0,"259.499, 0.80798, 1363.21",0,0,0,"0.0802907, 1074.91, 1342.65",0,"0.1977, 1074.89, 1366.12",
"1280.92, 265.392, 0.902411","0.834175, 1377.84, 341.96","0.636575, 353.738, 1324.9","0.493335, 500.799, 1295.56","0.736815, 1260.34, 389.071","0.72256, 1436.85, 335.973","0.805526, 1369.11, 486.177","0.820815, 1307.43, 359.608","0.571642, 665.638, 1389.7","0.613266, 1330.85, 662.695","0.736279, 1289.63, 877.56","0.432488, 1354.39, 1074.87","0.577384, 668.553, 1445.68","0.750568, 930.509, 1469.28",0,"1272, 0.863261, 244.786","1304.39, 241.859, 0.916364",0,"0.879695, 1366.19, 247.617",0,0,0,"0.0945832, 1074.9, 1339.7",0,"0.196895, 1074.9, 1363.29",
"0.846884, 250.76, 1286.82","0.761115, 338.977, 1383.88","0.646223, 347.779, 1333.8","0.599042, 1307.21, 500.812","0.728604, 394.875, 1277.8","0.72086, 1442.72, 324.25","0.811087, 1363.19, 483.307","344.949, 0.782683, 1316.11","1392.62, 0.55555, 656.872","0.593594, 1330.97, 651.01","1280.8, 0.778126, 860.057","0.436465, 1074.87, 1351.54","0.537863, 1445.73, 662.756","1472.18, 0.759081, 930.489",0,"1280.86, 0.871436, 235.984","0.891565, 227.159, 1310.26",0,"0.86227, 1377.83, 244.677",0,0,0,0,0,"0.203477, 1074.89, 1363.19",
"0.874232, 247.746, 1295.57","0.730548, 333.034, 1398.49","0.597215, 341.816, 1351.46","0.200681, 474.342, 1301.4","0.422426, 1274.97, 383.063","1448.48, 0.771464, 318.386","1360.28, 0.794022, 486.085","0.853698, 342.027, 1327.88","648.045, 0.564406, 1395.51","0.598336, 1333.84, 645.133","0.793238, 851.065, 1260.26","0.598026, 1074.83, 1351.31","0.53319, 1445.73, 653.917","0.670116, 1489.72, 930.578",0,"0.915035, 1283.85, 227.081","224.234, 0.893492, 1319.13",0,"0.755093, 235.98, 1389.73",0,0,0,"0.129558, 1354.37, 1074.9","0.12051, 1074.91, 1351.47","0.362927, 1354.45, 1074.87",
"1304.35, 0.924411, 247.621","0.794199, 1401.57, 338.896","344.81, 0.706413, 1354.48","0.649623, 483.17, 1316.15","0.735634, 388.924, 1286.78","0.704397, 324.256, 1454.51","0.825984, 1374.87, 486.171","0.849634, 1330.85, 341.937","0.545425, 651.018, 1389.73","0.609243, 1330.94, 647.947","0.785122, 1251.32, 839.397","0.667137, 1051.37, 1333.83","0.521898, 1445.62, 662.706","0.658651, 930.642, 1492.64",0,"224.305, 0.846012, 1292.65","224.098, 0.954261, 1327.87",0,"0.800399, 1395.58, 230.091",0,0,0,"0.140828, 1074.9, 1333.83","0.167697, 1074.89, 1316.11","0.459595, 1074.84, 1351.4",
"256.599, 0.834559, 1277.91","0.816015, 341.804, 1374.94","0.662384, 347.833, 1307.23","0.634855, 486.164, 1295.54","0.758755, 409.571, 1254.37","0.696709, 330.176, 1439.7","480.317, 0.865608, 1354.4","1328.03, 0.796436, 338.909","0.581957, 651.019, 1357.4","1304.46, 0.623841, 647.981","856.901, 0.798128, 1260.09","1304.36, 0.680105, 1074.8","0.548673, 1419.12, 659.797","0.720381, 1451.55, 907.132","1536.89, 1074.9, 0.0605631","0.446568, 241.782, 1274.92","0.826413, 233.047, 1295.5",0,"0.765626, 235.998, 1357.42",0,0,0,"0.150732, 1274.91, 1074.85","0.146228, 1266.11, 1074.84","0.485812, 1074.86, 1310.32",
"0.855749, 268.307, 1263.23","0.740035, 342.061, 1366.18","1304.42, 0.56527, 350.75","0.145255, 468.474, 1260.26","0.224564, 388.946, 1260.15","0.768065, 1425.03, 338.982","480.325, 0.800559, 1339.65","0.779896, 341.817, 1310.31","0.588894, 1357.36, 653.868","1304.47, 0.619061, 648.073","0.786928, 857.042, 1251.36","1304.35, 0.619528, 1074.8","0.536473, 659.773, 1413.3","904.069, 0.731525, 1442.6","1528.04, 1074.89, 0.123918","0.500671, 1260.34, 247.619","0.923223, 1283.74, 244.81",0,"0.821916, 244.891, 1351.48",0,0,"0.0640164, 1074.9, 1539.94","0.144432, 1074.87, 1283.78","0.151523, 1074.85, 1271.98","0.437377, 1074.85, 1310.29",
"280.108, 0.814228, 1260.2","0.771744, 1354.5, 362.459","0.52721, 365.464, 1301.44","0.353275, 1283.78, 500.776","0.419275, 412.554, 1254.32","0.717463, 353.663, 1421.99","0.77997, 486.175, 1327.76","0.741234, 341.851, 1301.34","656.832, 0.604451, 1357.36","0.619358, 1307.29, 651.002","0.803084, 1236.72, 862.936","1304.36, 0.621713, 1074.8","0.555304, 1413.21, 662.715","0.729402, 924.612, 1439.67",0,"0.42106, 1257.33, 265.309","1280.75, 0.850255, 259.51",0,"256.537, 0.714412, 1330.98",0,0,0,"0.123307, 1298.45, 1074.9","0.126276, 1274.92, 1074.87","0.423565, 1074.85, 1310.32",
