Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,LBigToe,LSmallToe,LHeel,RBigToe,RSmallToe,RHeel,Background
"432.468,120.518,0.939554","453.326,141.436,0.906345","432.416,142.739,0.80884","431.111,201.472,0.706413","427.216,183.155,0.731443","474.23,141.388,0.868851","498.979,192.317,0.87355","476.808,176.677,0.713769","453.279,241.917,0.732941","441.532,240.605,0.674501","450.675,309.773,0.686382","466.347,381.563,0.789751","465.015,243.199,0.717537","444.129,314.986,0.757915","433.69,399.77,0.767547","431.088,112.757,0.725546","436.351,114.02,0.846032","0,0,0","453.29,108.792,0.961314","405.008,412.824,0.792971","412.858,414.144,0.780192","440.26,406.334,0.685202","446.797,398.505,0.641974","449.371,393.267,0.606412","475.463,390.641,0.749679",
"432.442,120.521,0.945084","453.298,141.429,0.923314","431.087,142.712,0.803569","422.019,184.481,0.285173","429.81,187.111,0.338391","475.465,141.374,0.872941","497.646,192.33,0.85341","472.86,175.344,0.63609","453.24,239.301,0.711685","438.938,238.011,0.658233","448.072,308.454,0.646566","465.105,381.512,0.788859","465.003,240.59,0.70217","444.149,311.068,0.758159","433.687,399.774,0.758879","429.818,114.025,0.738842","435.087,114.018,0.854553","0,0,0","453.282,108.786,0.941543","403.74,412.859,0.78882","412.828,414.183,0.771863","440.26,407.608,0.678416","446.802,398.506,0.67726","449.381,393.267,0.63209","475.443,389.386,0.728872",
"432.416,120.51,0.93995","453.26,141.45,0.896047","431.097,142.732,0.766763","429.818,201.417,0.512376","425.889,181.89,0.493679","474.205,141.392,0.867237","496.353,193.571,0.903008","482.005,181.866,0.740788","450.661,237.985,0.693052","436.324,236.698,0.679998","445.499,308.486,0.674746","465.114,381.501,0.793155","463.681,239.287,0.690232","442.829,313.672,0.723736","433.685,399.797,0.754844","428.518,112.752,0.730496","435.057,114.007,0.861109","0,0,0","453.241,108.779,0.938285","403.735,412.869,0.810878","412.835,415.435,0.771847","441.504,407.641,0.665655","448.105,399.779,0.651744","450.654,393.291,0.613996","475.46,389.359,0.722185",
"432.416,120.536,0.934858","451.956,141.453,0.881392","427.201,141.472,0.79925","418.081,184.487,0.489477","425.892,177.97,0.578783","474.165,141.453,0.873923","493.709,196.238,0.822826","470.261,174.068,0.711332","445.469,240.617,0.707236","433.69,239.289,0.682161","442.843,316.271,0.690979","465.08,381.5,0.82265","458.536,243.184,0.678673","437.667,317.621,0.723437","433.668,401.048,0.772173","428.521,114.046,0.740217","435.057,114.042,0.858751","0,0,0","453.229,108.81,0.943946","402.471,412.885,0.81743","411.586,415.447,0.774898","441.517,408.916,0.703762","446.798,399.797,0.595782","448.086,394.573,0.530865","474.231,389.318,0.734743",
"432.412,120.617,0.905592","450.698,141.431,0.883214","429.785,140.137,0.835986","418.05,176.673,0.40355","423.304,174.044,0.599464","472.844,142.761,0.81687","485.894,204.017,0.931045","470.271,177.959,0.664007","444.143,240.584,0.718804","431.139,236.717,0.679458","437.639,312.372,0.67824","463.787,378.929,0.773847","455.93,243.18,0.685182","433.764,316.278,0.774121","432.47,398.502,0.72901","429.778,117.887,0.745609","435.041,116.653,0.87684","0,0,0","452.011,110.061,0.938459","403.719,412.89,0.73903","411.57,414.19,0.735859","440.227,405.014,0.616073","445.515,395.9,0.570248","446.773,391.988,0.53104","472.888,384.123,0.665224",
"432.37,121.9,0.870535","446.794,142.785,0.819041","424.613,141.383,0.826989","419.368,184.49,0.423501","418.055,174.069,0.347784","470.283,149.235,0.803302","482.027,206.669,0.820061","463.738,180.6,0.777002","441.539,238.005,0.671928","425.884,236.677,0.66155","433.74,311.072,0.708543","462.454,376.308,0.760612","454.565,240.606,0.676049","432.454,317.56,0.80969","433.67,397.2,0.728437","427.208,117.951,0.784078","435.039,117.966,0.884223","0,0,0","451.992,110.148,0.904583","402.455,412.866,0.743756","411.533,414.171,0.707837","440.268,403.741,0.618494","446.76,395.864,0.619152","446.772,391.95,0.584412","470.261,381.505,0.698297",
"431.137,124.449,0.8566","445.523,142.733,0.844117","425.878,140.156,0.830232","422.011,181.875,0.328444","416.758,180.543,0.310307","467.655,149.212,0.792831","475.542,204.044,0.737668","453.335,181.923,0.804545","440.263,236.679,0.670787","425.892,235.368,0.656328","433.759,301.931,0.657845","454.64,368.491,0.521139","453.285,238.001,0.663172","432.469,314.958,0.73007","432.462,398.474,0.736417","427.188,119.21,0.79852","435.008,119.234,0.922391","0,0,0","451.974,111.401,0.885576","403.688,412.848,0.800084","411.559,414.144,0.767727","441.547,405.002,0.65444","445.451,390.674,0.245339","444.183,385.446,0.2022","465.032,378.931,0.482703",
"432.353,124.479,0.856523","446.771,142.761,0.836824","425.926,140.125,0.812587","416.766,183.203,0.664001","412.839,171.43,0.523327","467.641,150.505,0.826361","474.176,210.599,0.874054","458.53,181.862,0.742564","438.956,241.889,0.667317","424.611,239.278,0.661165","431.099,311.056,0.685253","457.206,373.708,0.779028","453.243,243.209,0.685914","432.453,317.573,0.799972","433.68,395.881,0.684245","427.192,119.229,0.763383","435.009,119.248,0.912417","0,0,0","451.988,111.423,0.883737","403.748,412.847,0.73094","412.831,414.146,0.721103","440.249,402.436,0.59315","444.146,392.014,0.462896","444.144,390.619,0.423853","465.103,378.947,0.758911",
"432.358,124.485,0.860794","445.462,142.72,0.863867","425.878,137.534,0.775503","416.772,181.889,0.578224","412.891,170.137,0.549048","465.085,150.531,0.842508","466.337,210.561,0.829102","451.986,181.842,0.778091","437.665,241.891,0.669653","424.633,238.012,0.655292","425.908,314.991,0.674545","453.255,372.422,0.791396","451.951,243.216,0.673909","432.362,316.306,0.75546","432.456,401.051,0.777357","427.21,119.231,0.751516","435.007,119.251,0.919707","0,0,0","451.981,111.392,0.893351","402.468,412.85,0.833585","412.804,414.19,0.793186","441.527,407.613,0.695885","442.901,389.369,0.456051","442.815,385.421,0.429254","459.803,378.918,0.675355",
"431.108,124.487,0.834867","444.21,141.457,0.881382","424.619,137.53,0.771594","412.867,183.172,0.837166","408.913,162.348,0.593095","465.001,147.957,0.824691","462.417,205.381,0.828359","444.225,179.285,0.735016","436.361,239.288,0.670196","424.572,236.681,0.683933","424.614,316.278,0.674412","444.142,378.922,0.689363","450.674,241.915,0.653244","432.476,316.272,0.701187","433.68,401.108,0.779037","425.901,119.248,0.670517","433.744,119.262,0.921005","0,0,0","450.665,110.153,0.874828","402.464,412.916,0.77472","411.581,416.774,0.745504","442.791,408.931,0.724711","423.282,382.878,0.288476","423.282,381.583,0.317196","453.282,381.558,0.561389",
"432.35,125.749,0.838562","442.9,141.482,0.892608","423.24,140.109,0.819537","411.473,183.166,0.8146","415.436,171.486,0.746602","463.729,146.648,0.834921","454.628,202.785,0.883907","441.557,175.336,0.728369","435.037,236.722,0.6999","423.298,235.384,0.719905","422.034,311.054,0.718543","435.004,380.177,0.785565","446.806,241.896,0.644653","432.428,314.951,0.740267","433.674,401.059,0.686421","425.874,119.241,0.764862","435.007,119.252,0.89066","0,0,0","450.709,110.084,0.903829","403.738,412.884,0.71463","412.831,418.055,0.690918","442.796,406.322,0.670714","411.5,388.076,0.720982","412.832,384.126,0.701418","444.129,381.584,0.573908",
"423.314,125.767,0.847461","450.664,144.019,0.812644","428.523,144.067,0.767173","427.21,202.794,0.785548","414.137,181.89,0.784908","471.583,142.779,0.801198","487.243,202.74,0.899383","463.76,183.205,0.857511","449.376,247.144,0.692722","435.057,245.847,0.699066","436.349,326.686,0.689713","449.377,389.376,0.749404","463.67,249.731,0.686399","442.886,328,0.793199","444.165,420.693,0.659878","421.918,120.497,0.760372","429.792,119.26,0.890217","0,0,0","444.157,110.111,0.952427","414.169,433.777,0.680841","422.026,436.34,0.678185","453.252,425.882,0.657728","424.612,394.613,0.793259","427.19,393.272,0.735892","454.671,393.255,0.599837",
"423.296,125.77,0.860386","449.408,142.761,0.819762","425.885,144.049,0.749955","423.329,194.931,0.256007","0,0,0","472.878,142.749,0.833093","485.977,201.446,0.858148","462.446,183.138,0.775629","449.4,245.812,0.721104","435.032,244.537,0.713588","436.334,318.907,0.661407","450.708,388.067,0.692261","463.712,245.867,0.718662","444.152,320.204,0.765106","444.169,391.921,0.756343","420.698,119.298,0.753244","429.785,119.238,0.885954","0,0,0","444.177,110.087,0.941381","423.343,394.601,0.554934","429.821,399.756,0.497475","449.399,398.495,0.58318","427.194,394.573,0.474569","429.783,392.02,0.431382","457.209,393.306,0.458337",
"423.32,124.444,0.864659","449.402,141.492,0.845672","425.926,145.323,0.764173","427.194,202.758,0.812812","415.456,181.822,0.7726","472.85,141.424,0.859661","488.535,201.416,0.837645","465.045,176.654,0.787807","449.388,244.546,0.711191","435.051,244.506,0.700723","436.329,324.123,0.688955","452.003,389.338,0.759124","463.693,245.819,0.708356","444.206,325.398,0.75995","444.118,391.933,0.640543","421.905,119.257,0.827148","429.805,119.191,0.886183","0,0,0","444.165,110.07,0.94376","424.63,393.257,0.437723","431.085,395.887,0.354148","448.098,395.916,0.451906","428.513,394.559,0.53254","429.803,392.019,0.502688","458.5,393.272,0.57723",
"423.351,123.195,0.862026","448.089,141.469,0.870711","424.577,144.064,0.80046","423.347,202.723,0.884956","412.917,176.663,0.760137","472.872,140.173,0.868778","487.242,198.867,0.848528","465.033,171.453,0.834126","451.944,243.221,0.719608","435.074,243.172,0.697658","435.028,318.869,0.711322","451.999,386.766,0.743891","463.761,244.489,0.726341","446.781,318.933,0.727374","444.24,390.69,0.737908","421.955,119.232,0.814717","431.063,119.18,0.894231","0,0,0","444.186,110.06,0.942339","423.292,394.564,0.550715","431.107,398.508,0.471133","451.999,398.5,0.584548","428.509,393.253,0.460827","428.526,391.952,0.420154","459.836,393.278,0.488573",
"424.59,124.47,0.847383","445.513,142.721,0.851789","422.019,147.939,0.78741","423.272,202.761,0.914643","415.439,177.961,0.757672","472.866,140.163,0.853096","487.271,197.561,0.828602","465.111,171.403,0.795525","451.953,244.473,0.733018","435.04,243.231,0.721803","433.737,317.594,0.784422","452.02,386.735,0.74478","465.002,244.492,0.734097","450.692,318.873,0.75285","445.495,390.62,0.699656","422.006,119.256,0.815607","431.102,119.187,0.896928","0,0,0","444.203,110.082,0.943179","424.628,393.305,0.518979","433.725,397.188,0.470554","452.012,395.902,0.571863","429.815,391.991,0.4243","429.815,390.684,0.391288","459.82,393.268,0.517194",
"424.618,127.05,0.82979","446.773,141.5,0.858719","423.287,146.63,0.795709","422.012,202.804,0.89553","412.85,177.954,0.815497","472.864,140.182,0.860099","487.235,198.858,0.847428","466.335,171.416,0.784871","452.006,244.481,0.745181","436.326,244.465,0.711498","433.744,317.614,0.762229","453.225,386.769,0.758154","465.039,244.506,0.730736","451.961,318.877,0.750835","444.229,390.653,0.651621","422.01,120.51,0.779631","431.119,119.25,0.9095","0,0,0","444.216,110.089,0.93992","425.881,393.283,0.452672","433.694,395.88,0.381907","451.954,394.611,0.479376","429.83,393.303,0.41692","429.82,391.986,0.384671","458.537,392.009,0.552188",
"424.603,128.392,0.862825","445.502,142.754,0.848413","422.015,146.655,0.759148","421.991,202.77,0.630316","412.842,177.951,0.580308","472.834,141.427,0.841131","485.96,201.407,0.880175","465.042,171.47,0.721525","451.976,245.805,0.743401","435.024,244.557,0.740888","433.751,318.868,0.738363","453.25,388.041,0.767687","465.046,245.863,0.719712","451.981,320.212,0.731374","444.217,390.673,0.672653","421.994,120.606,0.757373","431.092,120.535,0.904974","0,0,0","445.458,110.175,0.898844","425.889,395.887,0.487581","433.725,399.758,0.426558","450.669,395.898,0.466627","431.124,397.182,0.401048","431.079,393.304,0.368298","458.539,392.024,0.558523",
"425.878,129.624,0.874968","446.791,145.362,0.821109","423.3,149.279,0.833723","421.937,204.08,0.858959","412.802,179.246,0.811153","472.875,141.479,0.841524","485.975,201.45,0.885193","463.779,174.028,0.755303","452.021,245.842,0.751651","436.315,245.831,0.726694","433.693,318.919,0.75133","453.232,389.318,0.785692","465.079,247.117,0.711468","451.954,320.214,0.726424","444.217,391.967,0.503114","422.023,121.841,0.825848","431.142,120.586,0.922848","0,0,0","445.469,111.465,0.873655","431.101,393.294,0.284087","433.724,394.605,0.232202","451.996,403.716,0.3796","431.116,395.879,0.503417","431.135,393.274,0.47724","457.242,392.009,0.633049",
"424.648,130.997,0.880455","446.796,150.53,0.86853","423.29,151.834,0.857315","420.648,205.355,0.822387","412.805,179.279,0.833301","472.896,146.652,0.792296","485.888,202.789,0.929388","462.43,180.582,0.754658","453.24,248.444,0.733618","435.076,247.166,0.706554","432.443,324.103,0.720254","453.232,389.357,0.753863","465.108,251.027,0.697322","448.075,321.503,0.692905","444.181,390.671,0.780908","423.227,125.767,0.702098","432.353,124.46,0.892597","0,0,0","445.47,115.347,0.847115","423.278,394.595,0.568456","431.134,399.769,0.509723","450.696,397.189,0.595598","429.814,394.6,0.378637","428.508,393.269,0.343923","459.827,394.589,0.53158",
"424.594,132.272,0.877371","446.8,150.574,0.886741","423.278,150.614,0.852249","420.657,206.677,0.802234","411.592,180.545,0.807813","474.117,150.51,0.844217","484.633,205.364,0.915693","461.149,184.502,0.754942","453.294,249.747,0.749156","436.367,248.446,0.696645","432.442,321.511,0.740278","451.964,389.326,0.735374","467.633,252.326,0.688497","444.234,317.596,0.801058","444.149,390.634,0.744622","422.003,127.081,0.748672","431.119,127.046,0.891733","0,0,0","444.22,117.961,0.902039","423.326,394.563,0.475191","431.127,398.47,0.432833","450.663,394.585,0.567297","428.496,395.892,0.448298","427.219,393.307,0.422263","458.5,393.312,0.535946",
"423.344,131.038,0.898027","446.781,150.605,0.885425","423.337,151.871,0.846421","421.915,205.4,0.836429","411.533,175.345,0.771906","472.842,150.488,0.824813","484.654,204.127,0.916668","461.114,183.248,0.809362","454.558,249.75,0.752789","441.504,248.427,0.711344","433.715,321.516,0.756211","449.386,388.064,0.717464","467.675,252.352,0.699876","444.143,317.625,0.821109","444.131,390.638,0.378834","421.977,127.042,0.599039","429.81,125.756,0.858849","0,0,0","444.171,117.957,0.917294","429.809,392.049,0.240065","433.683,394.589,0.168339","0,0,0","425.92,399.754,0.652681","427.205,395.899,0.618101","455.936,392.005,0.55968",
"423.295,130.958,0.887049","445.509,151.842,0.87418","423.25,153.155,0.806523","421.95,206.676,0.844079","412.83,179.282,0.786685","471.585,150.559,0.834389","484.631,205.356,0.911636","455.945,180.545,0.747922","453.359,249.719,0.740746","440.258,247.147,0.705173","433.688,326.721,0.734413","448.065,389.344,0.716172","467.655,252.317,0.687841","442.811,322.794,0.710502","448.097,390.668,0.652499","421.92,124.465,0.653085","428.513,123.145,0.836687","0,0,0","444.161,116.65,0.88384","424.639,395.899,0.403511","433.76,399.815,0.382417","454.62,394.621,0.555968","424.594,397.172,0.606309","424.633,393.279,0.575654","458.533,394.569,0.395039",
"424.617,131.041,0.874122","444.225,144.044,0.830986","424.625,141.404,0.790088","421.963,185.807,0.204506","420.652,184.501,0.33812","464.99,150.499,0.860079","481.989,206.665,0.822319","453.252,183.231,0.826651","442.885,244.538,0.71704","431.068,244.471,0.648281","427.185,318.893,0.697804","444.179,380.211,0.78487","455.896,245.847,0.679805","442.883,324.096,0.810789","444.144,391.977,0.40369","422.037,127.077,0.661669","432.364,128.353,0.893734","0,0,0","445.503,119.215,0.859766","424.646,394.572,0.180379","432.411,394.585,0.130351","446.776,393.292,0.259014","423.259,394.59,0.791283","423.294,391.992,0.768369","453.287,382.862,0.543412",
"425.892,131.038,0.877475","445.485,142.768,0.816275","427.202,140.176,0.747221","421.988,184.493,0.193496","414.182,184.501,0.303844","465.03,149.274,0.855321","480.695,206.666,0.81525","453.25,184.487,0.835165","444.117,244.509,0.724514","431.132,243.218,0.66296","428.49,318.885,0.678454","445.51,381.527,0.723145","455.908,245.796,0.689343","442.823,322.824,0.783206","442.9,390.651,0.587406","423.265,127.062,0.67943","432.412,128.351,0.921978","0,0,0","448.08,117.963,0.841307","423.303,393.301,0.476077","428.529,398.502,0.379489","446.815,392.036,0.455994","424.601,394.569,0.534113","425.892,393.263,0.497704","454.618,385.451,0.485799",
"424.645,131.006,0.882969","445.506,144.046,0.797134","429.784,141.409,0.751583","420.698,184.477,0.203947","412.87,181.896,0.324379","465.031,150.532,0.861535","480.682,206.67,0.812751","451.999,183.237,0.826051","442.91,245.787,0.731652","431.118,244.512,0.679221","433.688,325.393,0.715427","446.761,385.449,0.73753","455.901,245.838,0.693981","442.851,326.705,0.788416","444.13,391.938,0.404388","423.247,125.759,0.676126","432.401,127.062,0.904239","0,0,0","449.395,117.9,0.81856","427.209,393.311,0.268072","432.431,397.19,0.204338","448.087,393.289,0.311335","423.338,398.467,0.724412","424.611,394.585,0.67558","454.6,390.656,0.615457",
"425.913,129.726,0.891842","445.486,142.722,0.821328","429.784,140.158,0.749034","421.984,184.506,0.185456","412.883,181.887,0.315289","465.006,149.22,0.84514","480.693,205.408,0.823273","451.979,183.194,0.822371","444.143,244.481,0.731764","432.416,243.191,0.675937","433.728,324.133,0.703875","445.5,386.751,0.727744","454.66,244.539,0.703949","442.839,326.719,0.772143","444.135,391.991,0.335613","423.27,123.157,0.704743","432.417,124.479,0.904643","0,0,0","449.388,115.343,0.814015","429.787,394.606,0.178834","432.441,394.576,0.135516","446.775,394.592,0.247946","423.298,397.212,0.807387","424.601,394.562,0.738396","454.563,391.917,0.576929",
"425.908,129.651,0.879842","445.482,141.457,0.845821","427.2,140.117,0.752846","418.055,185.786,0.213761","412.861,179.256,0.281117","465.067,146.648,0.823953","482.019,205.404,0.834473","452.007,184.484,0.792288","444.161,244.523,0.729983","432.427,244.483,0.686045","435.008,324.117,0.696791","449.398,389.324,0.725847","455.9,245.801,0.688972","442.82,324.105,0.743881","442.911,391.921,0.526585","423.306,120.615,0.664526","432.422,123.137,0.916463","0,0,0","450.655,114.042,0.824799","424.629,393.314,0.363687","431.081,397.199,0.289804","446.805,393.333,0.41309","423.314,395.894,0.606205","424.631,393.31,0.551944","454.664,392.018,0.615913",
"425.91,128.396,0.847085","446.795,142.723,0.823717","429.785,141.396,0.792802","423.286,183.19,0.227798","415.457,183.165,0.373013","466.334,147.924,0.816962","483.334,206.66,0.858211","454.577,184.539,0.827852","445.508,244.553,0.708799","435.046,244.497,0.682373","433.783,322.795,0.704137","448.078,388.029,0.674019","457.213,245.842,0.670966","442.81,325.395,0.728727","444.109,391.933,0.516223","423.286,120.577,0.68727","432.395,120.593,0.931295","0,0,0","449.38,112.707,0.84345","427.185,393.261,0.335491","431.14,395.883,0.284805","448.066,393.344,0.400443","423.324,394.584,0.670464","424.626,393.258,0.62365","454.656,391.973,0.545664",
"425.887,128.404,0.865005","448.064,144.056,0.804801","428.516,142.746,0.781401","422.009,189.714,0.284314","415.443,183.2,0.377629","466.371,146.672,0.797065","484.61,207.991,0.88585","454.581,185.809,0.821119","446.8,245.844,0.693586","436.327,245.793,0.671033","433.741,322.821,0.685515","446.797,389.353,0.678277","459.807,247.146,0.651393","442.811,326.737,0.735104","444.134,421.931,0.686146","423.243,120.582,0.684254","432.373,120.573,0.939054","0,0,0","446.796,111.441,0.848185","414.155,435.04,0.710513","423.252,437.656,0.70325","453.258,425.891,0.687222","423.317,394.58,0.741611","424.646,392.033,0.695058","454.642,392,0.515918",
"424.627,128.403,0.851346","449.371,145.333,0.774303","429.807,142.715,0.757041","421.97,190.992,0.162082","418.073,184.478,0.297961","467.667,149.263,0.79157","484.647,209.297,0.89235","454.619,187.118,0.798101","448.065,247.134,0.669032","436.344,245.841,0.654058","433.739,322.813,0.676069","446.806,389.367,0.66578","459.808,249.72,0.638159","441.56,328,0.722414","442.913,392.032,0.51499","422.032,120.574,0.674941","432.366,120.55,0.914852","0,0,0","448.079,112.731,0.826412","425.88,394.573,0.351684","429.835,398.506,0.304938","0,0,0","423.338,395.865,0.67054","425.881,393.3,0.615635","455.891,393.259,0.473384",
"423.357,128.376,0.876984","449.373,147.919,0.788045","427.225,144.024,0.733745","424.612,191.008,0.140569","423.279,192.319,0.375526","468.957,150.518,0.814191","484.663,209.279,0.888782","457.233,190.973,0.747646","448.072,247.14,0.680458","436.339,245.848,0.670478","433.777,325.422,0.689375","449.404,389.377,0.721661","459.824,249.72,0.645862","442.822,327.99,0.737863","442.915,392.032,0.522619","421.991,120.569,0.632062","431.08,120.565,0.892998","0,0,0","445.481,111.462,0.861441","425.889,393.304,0.315129","431.081,397.208,0.267751","450.698,405.029,0.37878","423.328,394.599,0.662589","424.642,393.274,0.624489","455.919,393.274,0.551402",
"423.356,128.365,0.861288","448.105,147.933,0.791047","424.603,145.331,0.736621","423.343,202.712,0.297671","423.25,192.317,0.381087","472.821,150.511,0.817092","485.906,207.998,0.882986","458.515,190.992,0.717497","448.084,248.45,0.675829","436.32,247.138,0.664459","433.772,325.434,0.688756","444.17,390.619,0.753236","461.122,251.057,0.657018","442.831,328.049,0.763837","444.15,420.698,0.694717","421.974,120.556,0.752173","431.077,120.544,0.894009","0,0,0","444.206,111.402,0.912849","414.17,435.015,0.687913","423.266,437.638,0.682954","453.247,425.895,0.679502","423.279,394.606,0.843727","424.624,393.266,0.789461","451.987,392.014,0.495671",
"423.31,128.347,0.863996","449.361,146.625,0.790554","424.618,144.053,0.75162","424.609,202.737,0.41529","420.646,187.101,0.475898","472.841,149.21,0.802402","485.977,204.131,0.893785","461.105,188.391,0.759775","448.073,247.155,0.68031","435.059,245.834,0.681947","436.339,326.716,0.648402","446.803,390.65,0.743177","461.137,251.036,0.655057","442.825,328.035,0.742757","444.15,421.927,0.706385","421.92,120.544,0.765957","429.803,120.527,0.885448","0,0,0","444.17,110.158,0.934846","414.197,435.028,0.708589","423.276,437.633,0.707826","453.249,425.898,0.708532","423.334,394.611,0.812822","425.92,393.268,0.757515","454.625,393.303,0.540281",
"420.627,129.632,0.882222","442.79,142.766,0.877209","421.908,144.031,0.82764","422.018,200.151,0.726769","407.628,187.119,0.687209","463.707,142.768,0.842689","484.552,202.758,0.885416","457.244,181.926,0.77073","437.63,245.866,0.707457","423.284,245.821,0.739952","421.994,317.619,0.791111","423.248,378.88,0.813469","453.267,248.425,0.714286","444.123,324.099,0.799468","445.45,418.078,0.686508","414.154,121.843,0.728017","423.239,120.603,0.941496","0,0,0","437.665,111.427,0.851967","415.456,433.677,0.741587","424.6,435.065,0.683048","453.34,425.92,0.704456","402.36,390.69,0.841271","401.142,386.76,0.752714","429.783,382.856,0.778515",
"421.918,129.688,0.930817","442.825,142.753,0.893302","421.947,142.739,0.853546","421.962,197.544,0.680135","406.333,181.891,0.578184","463.711,144.039,0.83573","483.292,204.022,0.877163","458.508,181.923,0.811146","440.223,245.813,0.708451","423.356,244.539,0.721889","423.264,318.884,0.780586","424.57,378.89,0.800826","453.317,247.12,0.715475","442.886,325.396,0.815836","445.461,419.37,0.675036","415.483,123.146,0.746025","423.324,123.138,0.908411","0,0,0","440.231,112.704,0.849175","416.74,433.705,0.730328","424.613,436.313,0.675869","453.327,427.215,0.688199","403.689,390.718,0.830463","402.476,388.059,0.752235","432.386,382.851,0.80554",
"422.024,129.716,0.889049","442.869,144.018,0.877449","422.037,142.715,0.837423","423.28,192.3,0.313049","412.86,183.215,0.418391","463.694,147.921,0.80761","483.282,204.072,0.874229","455.93,184.507,0.792599","441.544,245.792,0.703321","425.899,244.504,0.675528","423.271,318.939,0.791852","431.129,376.303,0.780866","454.568,245.867,0.695543","442.892,325.389,0.796983","444.233,420.68,0.748595","420.628,123.181,0.719134","425.891,123.171,0.827896","0,0,0","442.787,115.307,0.865762","415.463,433.74,0.767254","424.572,436.348,0.721966","453.284,429.815,0.754696","411.503,393.318,0.853308","411.48,390.676,0.826749","435.012,381.536,0.749591",
"422.022,130.95,0.8842","442.835,142.748,0.852047","422,141.433,0.753376","416.781,192.288,0.117081","0,0,0","462.454,147.959,0.808427","482.001,205.365,0.818779","454.581,183.181,0.7841","441.559,245.827,0.680819","427.182,244.534,0.641449","423.323,320.184,0.737602","431.106,378.924,0.761196","454.556,247.131,0.674743","442.902,328.058,0.807867","444.227,420.649,0.69639","420.654,123.164,0.67288","425.925,124.474,0.805874","0,0,0","442.9,117.892,0.881352","414.171,433.74,0.753445","423.296,436.336,0.706044","453.286,428.511,0.692885","410.224,393.263,0.787798","410.251,390.646,0.766483","433.751,382.875,0.650937",
"423.236,130.985,0.914254","442.91,144.053,0.854797","423.294,141.48,0.79774","423.277,192.31,0.264408","414.166,184.475,0.307332","463.728,149.259,0.843087","482.025,205.376,0.844928","454.643,183.25,0.811601","441.564,244.548,0.696169","427.184,244.49,0.651756","424.594,318.911,0.729942","433.743,378.935,0.790232","454.575,245.846,0.691693","442.9,326.719,0.7889","444.244,420.666,0.667699","420.66,125.753,0.642085","427.184,125.767,0.839063","0,0,0","442.897,116.611,0.877525","414.163,433.75,0.72959","423.284,436.345,0.685395","453.3,428.501,0.679088","414.134,394.615,0.827297","412.902,391.921,0.829345","438.969,385.435,0.587525",
"423.334,131.026,0.89017","444.162,142.744,0.869435","424.578,140.17,0.794837","423.318,192.313,0.188221","415.44,244.468,0.203442","463.744,149.26,0.851452","481.986,205.408,0.823409","453.305,183.216,0.825447","442.856,245.79,0.712382","429.796,244.503,0.649847","424.64,320.191,0.68419","441.531,380.221,0.798046","454.655,245.856,0.686295","442.901,325.439,0.805086","444.234,420.648,0.658726","421.962,125.78,0.670138","431.074,127.081,0.870753","0,0,0","444.206,116.629,0.861283","412.915,433.785,0.732054","423.249,437.626,0.685859","453.306,427.198,0.668062","419.374,395.904,0.820075","420.673,391.975,0.81201","445.461,385.46,0.527924",
"422.007,129.668,0.921864","451.981,149.267,0.833688","432.366,151.906,0.794112","431.11,204.102,0.807926","414.154,179.269,0.765814","471.589,142.747,0.812938","502.874,192.344,0.877228","466.328,170.152,0.795397","465.084,252.318,0.727537","454.592,252.322,0.698896","462.433,328.037,0.749714","485.995,392.002,0.791347","476.797,252.323,0.685711","454.583,330.651,0.757362","463.776,431.083,0.78287","420.639,121.85,0.354491","424.585,120.594,0.906563","0,0,0","442.82,112.743,0.875809","431.111,444.177,0.807063","437.655,445.519,0.742437","474.119,438.941,0.775086","474.162,401.096,0.407369","474.226,399.762,0.380109","495.087,401.093,0.775154",
"423.256,129.72,0.923609","451.974,149.259,0.849339","428.522,151.898,0.793078","431.076,205.361,0.807939","414.162,172.795,0.776173","474.155,142.729,0.855501","502.861,194.932,0.835773","470.243,171.446,0.774054","465.017,252.323,0.7224","453.268,251.041,0.670326","461.106,329.341,0.716242","485.981,391.963,0.793288","476.781,252.344,0.684556","454.632,329.387,0.766384","463.763,429.813,0.765573","420.694,121.886,0.47146","425.912,121.852,0.873928","0,0,0","444.161,112.712,0.899026","431.076,444.197,0.795335","437.624,446.778,0.739394","474.112,437.664,0.757655","474.176,401.118,0.41584","474.22,399.771,0.396695","495.095,401.051,0.753459",
"423.337,129.711,0.873724","453.242,150.615,0.855042","431.112,154.487,0.756749","432.354,205.414,0.828986","416.768,174.084,0.732446","474.187,146.65,0.7919","501.603,197.548,0.777818","471.575,171.476,0.690914","466.373,253.644,0.725336","454.65,253.641,0.704292","461.118,329.363,0.726846","485.989,392.013,0.783658","479.406,253.654,0.679811","454.627,333.247,0.742362","463.751,429.786,0.766168","421.981,121.897,0.484947","429.815,121.848,0.848931","0,0,0","446.781,117.909,0.829885","431.083,444.2,0.802928","436.368,446.78,0.742555","472.893,437.634,0.756023","475.438,401.134,0.459864","475.492,399.81,0.429564","495.106,401.1,0.773253",
