Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,LBigToe,LSmallToe,LHeel,RBigToe,RSmallToe,RHeel,Background
" 1230.68,  274.199,  0.840742"," 1330.79,  344.966,  0.78976"," 1286.73,  362.514,  0.692934"," 1242.51,  506.72,  0.791195"," 1233.81,  365.429,  0.64905"," 1374.95,  338.992,  0.794196"," 1283.79,  459.72,  0.834619"," 1260.22,  353.704,  0.80946"," 1345.6,  633.335,  0.54076"," 1319.12,  630.371,  0.451794"," 1351.33,  880.463,  0.721768"," 1377.9,  1074.89,  0.202056"," 1366.17,  639.158,  0.534375"," 1316.15,  877.537,  0.653556"," 1330.79,  1074.89,  0.185021"," 1230.77,  265.239,  0.0924367"," 1236.62,  253.575,  0.897415"," 0,  0,  0"," 1292.55,  247.827,  0.860246"," 0,  0,  0"," 0,  0,  0"," 1333.86,  1074.93,  0.0832279"," 0,  0,  0"," 0,  0,  0"," 1389.66,  1074.91,  0.0606459",
" 1233.7,  277.159,  0.877445"," 1330.79,  353.642,  0.820089"," 1286.67,  365.571,  0.723462"," 1239.7,  509.654,  0.771688"," 1233.61,  389.022,  0.671309"," 1377.86,  338.892,  0.810203"," 1298.5,  456.744,  0.796642"," 1263.15,  353.672,  0.776196"," 1348.56,  636.243,  0.577304"," 1321.99,  633.321,  0.503021"," 1351.37,  880.399,  0.71637"," 1377.94,  1074.89,  0.234311"," 1374.91,  636.262,  0.559137"," 1310.25,  868.767,  0.676226"," 1330.77,  1074.89,  0.254568"," 1233.83,  262.472,  0.0698713"," 1239.59,  253.689,  0.861401"," 0,  0,  0"," 1295.57,  247.864,  0.870852"," 0,  0,  0"," 0,  0,  0"," 1331,  1074.91,  0.121266"," 0,  0,  0"," 0,  0,  0"," 1386.78,  1074.91,  0.0721354",
" 1233.79,  274.246,  0.894704"," 1330.83,  350.724,  0.811966"," 1283.87,  365.526,  0.707538"," 1236.66,  506.842,  0.789444"," 1227.88,  389.105,  0.68647"," 1378,  336.056,  0.787068"," 1307.24,  456.574,  0.866132"," 1263.21,  344.819,  0.77857"," 1351.34,  639.2,  0.568681"," 1319.11,  636.272,  0.492878"," 1351.42,  880.435,  0.725562"," 1378.01,  1074.89,  0.246557"," 1375.01,  642.066,  0.552903"," 1307.3,  862.964,  0.701251"," 1330.96,  1074.89,  0.248726"," 1233.84,  262.388,  0.0903793"," 1242.54,  253.629,  0.846446"," 0,  0,  0"," 1298.51,  250.621,  0.869654"," 0,  0,  0"," 0,  0,  0"," 1336.81,  1074.92,  0.115811"," 0,  0,  0"," 0,  0,  0"," 1389.72,  1074.91,  0.0805632",
" 1233.82,  274.305,  0.879991"," 1330.8,  353.641,  0.812656"," 1283.72,  368.362,  0.682011"," 1233.77,  509.798,  0.809001"," 1227.87,  389.099,  0.695302"," 1380.87,  336.027,  0.776916"," 1313.15,  450.855,  0.822645"," 1263.26,  344.815,  0.78131"," 1348.52,  636.213,  0.587023"," 1316.14,  633.302,  0.523902"," 1345.51,  874.667,  0.689456"," 1377.97,  1074.9,  0.171655"," 1375.05,  636.255,  0.56793"," 1307.25,  859.943,  0.754489"," 1330.94,  1074.89,  0.232255"," 1233.84,  262.363,  0.113742"," 1245.48,  253.644,  0.824221"," 0,  0,  0"," 1304.22,  250.697,  0.870196"," 0,  0,  0"," 0,  0,  0"," 1339.63,  1074.92,  0.107209"," 0,  0,  0"," 0,  0,  0"," 0,  0,  0",
" 1236.58,  274.287,  0.886578"," 1328.03,  353.704,  0.824892"," 1280.73,  368.433,  0.685068"," 1233.56,  512.583,  0.80199"," 1227.78,  388.921,  0.777925"," 1383.8,  336.043,  0.765998"," 1321.95,  444.898,  0.800682"," 1266.13,  347.827,  0.769636"," 1351.35,  639.154,  0.598964"," 1316.1,  636.26,  0.538152"," 1342.67,  871.646,  0.70059"," 1378.04,  1074.87,  0.302789"," 1377.98,  639.179,  0.568835"," 1304.38,  856.997,  0.764613"," 1348.55,  1074.88,  0.246631"," 1233.8,  256.632,  0.150777"," 1248.43,  253.592,  0.834806"," 0,  0,  0"," 1304.27,  253.575,  0.874874"," 0,  0,  0"," 0,  0,  0"," 1351.53,  1074.9,  0.136778"," 0,  0,  0"," 0,  0,  0"," 1392.7,  1074.89,  0.129953",
" 1236.59,  274.29,  0.877658"," 1330.79,  353.713,  0.82091"," 1280.75,  368.407,  0.689216"," 1233.66,  512.6,  0.814353"," 1224.88,  386.069,  0.772323"," 1386.82,  336.071,  0.760636"," 1324.93,  439.159,  0.828243"," 1269,  350.697,  0.747838"," 1351.47,  636.203,  0.613699"," 1316.13,  633.335,  0.553118"," 1339.71,  859.968,  0.717816"," 1377.95,  1074.79,  0.381723"," 1380.93,  636.207,  0.555974"," 1307.29,  856.875,  0.749652"," 1351.53,  1074.87,  0.254283"," 1233.83,  259.475,  0.141128"," 1248.46,  253.638,  0.832555"," 0,  0,  0"," 1307.18,  250.798,  0.886723"," 0,  0,  0"," 0,  0,  0"," 1354.33,  1074.88,  0.118137"," 1383.81,  1074.89,  0.0677083"," 1377.94,  1074.91,  0.0704752"," 1392.7,  1074.82,  0.244358",
" 1236.55,  274.322,  0.884481"," 1330.79,  350.781,  0.828006"," 1277.85,  365.477,  0.695641"," 1233.63,  506.89,  0.810841"," 1227.76,  386.014,  0.765904"," 1392.64,  336.055,  0.772292"," 1327.91,  441.988,  0.862485"," 1272.01,  347.813,  0.752976"," 1351.37,  633.266,  0.626709"," 1310.34,  633.287,  0.580251"," 1339.64,  856.984,  0.695051"," 1383.81,  1024.83,  0.420338"," 1380.92,  630.395,  0.566318"," 1310.26,  853.952,  0.694079"," 1369.1,  1074.87,  0.201812"," 1233.83,  262.399,  0.214398"," 1251.36,  253.663,  0.831573"," 0,  0,  0"," 1304.45,  250.78,  0.879958"," 0,  0,  0"," 0,  0,  0"," 1374.99,  1074.86,  0.0736285"," 1354.35,  1074.84,  0.0758024"," 1357.31,  1074.89,  0.0837967"," 1404.43,  1030.66,  0.291823",
" 1236.58,  274.206,  0.89389"," 1330.79,  356.642,  0.835475"," 1274.89,  368.394,  0.679828"," 1233.74,  506.8,  0.822551"," 1230.7,  386.126,  0.753118"," 1395.52,  338.942,  0.794112"," 1330.82,  450.868,  0.86109"," 1274.86,  344.9,  0.762743"," 1351.4,  639.143,  0.608494"," 1313.16,  636.246,  0.560097"," 1313.2,  845.233,  0.507349"," 1375.01,  1021.78,  0.43766"," 1380.91,  639.191,  0.558786"," 1330.84,  857,  0.682086"," 1377.93,  1074.84,  0.241096"," 1236.59,  256.57,  0.188398"," 1254.24,  253.619,  0.857326"," 0,  0,  0"," 1307.24,  250.747,  0.900048"," 0,  0,  0"," 0,  0,  0"," 1386.81,  1074.85,  0.110979"," 1327.89,  1039.46,  0.14558"," 1325.01,  1030.61,  0.137042"," 1407.34,  1021.88,  0.286681",
" 1236.68,  271.357,  0.904885"," 1330.89,  359.464,  0.842842"," 1274.91,  368.396,  0.697456"," 1236.53,  506.796,  0.833242"," 1230.79,  386.109,  0.776082"," 1398.48,  339.056,  0.838103"," 1330.74,  456.795,  0.904272"," 1280.71,  347.829,  0.793077"," 1351.43,  636.254,  0.614939"," 1310.28,  636.257,  0.574053"," 1327.83,  859.903,  0.578085"," 1389.67,  1042.42,  0.460387"," 1383.88,  636.276,  0.547633"," 1336.74,  868.775,  0.620528"," 1395.56,  1074.82,  0.25799"," 1236.61,  250.797,  0.196666"," 1257.15,  250.752,  0.892176"," 0,  0,  0"," 1310.25,  253.61,  0.865313"," 0,  0,  0"," 0,  0,  0"," 1401.47,  1074.83,  0.131802"," 1348.49,  1051.32,  0.100223"," 0,  0,  0"," 1416.14,  1048.24,  0.249611",
" 1239.57,  271.305,  0.879998"," 1330.92,  359.534,  0.853885"," 1274.96,  368.406,  0.692686"," 1236.67,  506.754,  0.83223"," 1233.61,  388.922,  0.777647"," 1398.5,  341.808,  0.834663"," 1330.78,  462.538,  0.880628"," 1280.94,  350.754,  0.794255"," 1351.38,  642.103,  0.61488"," 1310.31,  642.13,  0.567809"," 1330.88,  859.982,  0.583847"," 1377.94,  1074.82,  0.379568"," 1380.92,  642.076,  0.556158"," 1354.28,  877.548,  0.696722"," 1404.5,  1074.87,  0.260936"," 1236.76,  250.755,  0.222847"," 1257.29,  250.699,  0.913747"," 0,  0,  0"," 1310.29,  253.605,  0.848565"," 0,  0,  0"," 0,  0,  0"," 1419.09,  1074.89,  0.129492"," 1345.58,  1074.81,  0.0786721"," 1345.6,  1074.86,  0.082236"," 1380.94,  1074.88,  0.210944",
" 1242.59,  271.228,  0.861419"," 1333.86,  362.364,  0.825973"," 1280.73,  365.539,  0.720025"," 1239.55,  503.875,  0.83322"," 1233.69,  388.929,  0.784228"," 1401.41,  341.98,  0.817863"," 1327.96,  468.506,  0.849835"," 1283.76,  356.648,  0.795187"," 1348.55,  645.023,  0.622132"," 1307.37,  647.953,  0.596104"," 1342.66,  868.749,  0.577247"," 1433.81,  1074.88,  0.18421"," 1380.98,  642.122,  0.561911"," 1354.42,  877.553,  0.673596"," 1383.82,  1074.89,  0.144437"," 1242.52,  250.758,  0.224184"," 1260.15,  247.897,  0.92276"," 0,  0,  0"," 1319.07,  250.765,  0.831522"," 0,  0,  0"," 0,  0,  0"," 1401.43,  1074.91,  0.0694571"," 0,  0,  0"," 0,  0,  0"," 1445.57,  1074.89,  0.0804834",
" 1251.3,  271.217,  0.860351"," 1339.67,  359.562,  0.800809"," 1280.91,  365.465,  0.761105"," 1239.67,  506.652,  0.838718"," 1236.59,  385.997,  0.789139"," 1401.49,  341.961,  0.817525"," 1327.84,  477.277,  0.843544"," 1283.9,  359.513,  0.783369"," 1351.35,  645.058,  0.648364"," 1307.37,  647.951,  0.62141"," 1333.89,  871.701,  0.650369"," 1377.86,  1074.88,  0.289666"," 1386.76,  644.98,  0.577932"," 1360.34,  871.698,  0.647441"," 1445.63,  1074.89,  0.19268"," 1245.53,  250.759,  0.240492"," 1260.31,  247.891,  0.905429"," 0,  0,  0"," 1324.85,  250.679,  0.858747"," 0,  0,  0"," 0,  0,  0"," 1451.61,  1074.9,  0.0884206"," 0,  0,  0"," 0,  0,  0"," 1383.79,  1074.91,  0.114615",
" 1254.32,  271.183,  0.882181"," 1345.52,  359.541,  0.807567"," 1283.72,  365.361,  0.765709"," 1245.51,  506.629,  0.808855"," 1236.75,  380.228,  0.758565"," 1404.41,  342.032,  0.790504"," 1324.92,  480.314,  0.845433"," 1286.7,  359.573,  0.790069"," 1351.36,  647.961,  0.64581"," 1307.27,  648.031,  0.639568"," 1345.55,  865.777,  0.565317"," 1469.05,  1074.89,  0.146894"," 1389.74,  645.082,  0.578763"," 1357.38,  877.536,  0.625439"," 1375.06,  1074.89,  0.148433"," 1251.41,  250.711,  0.252952"," 1263.2,  247.832,  0.878901"," 0,  0,  0"," 1327.81,  250.625,  0.880045"," 0,  0,  0"," 0,  0,  0"," 0,  0,  0"," 0,  0,  0"," 0,  0,  0"," 1475.03,  1074.9,  0.052076",
" 1257.12,  271.342,  0.908855"," 1351.42,  356.557,  0.831028"," 1298.51,  362.462,  0.761619"," 1254.24,  503.667,  0.811054"," 1251.33,  365.388,  0.694061"," 1404.46,  341.934,  0.783609"," 1324.89,  480.349,  0.829486"," 1286.66,  362.438,  0.839621"," 1351.45,  648.06,  0.640936"," 1307.34,  648.094,  0.616416"," 1333.78,  877.629,  0.632687"," 1377.88,  1074.89,  0.21637"," 1392.68,  648.012,  0.575152"," 1375.07,  883.388,  0.649586"," 1469.12,  1074.88,  0.148312"," 1254.34,  256.547,  0.114028"," 1266.07,  247.872,  0.868413"," 0,  0,  0"," 1327.99,  250.633,  0.90102"," 0,  0,  0"," 0,  0,  0"," 1475.05,  1074.9,  0.0661857"," 0,  0,  0"," 0,  0,  0"," 1386.76,  1074.91,  0.0644441",
" 1257.24,  271.297,  0.930565"," 1351.56,  356.599,  0.827201"," 1301.4,  362.405,  0.752317"," 1257.2,  500.871,  0.806471"," 1254.28,  365.459,  0.697685"," 1413.22,  344.826,  0.736065"," 1321.95,  483.099,  0.820946"," 1283.9,  362.406,  0.841514"," 1354.28,  653.894,  0.610015"," 1307.36,  653.905,  0.572228"," 1330.78,  880.586,  0.724571"," 1377.9,  1074.9,  0.128297"," 1398.42,  650.995,  0.569508"," 1398.56,  886.498,  0.749088"," 1469.26,  1074.89,  0.0940899"," 1257.32,  250.738,  0.15312"," 1271.95,  247.828,  0.860475"," 0,  0,  0"," 1330.85,  250.758,  0.897668"," 0,  0,  0"," 0,  0,  0"," 0,  0,  0"," 0,  0,  0"," 0,  0,  0"," 0,  0,  0",
" 1260.08,  271.254,  0.920643"," 1354.4,  347.875,  0.822287"," 1304.26,  356.629,  0.732997"," 1260.12,  503.647,  0.813559"," 1257.22,  362.548,  0.680008"," 1416.2,  342.036,  0.740747"," 1319.09,  483.157,  0.810632"," 1283.89,  359.59,  0.831383"," 1354.44,  653.875,  0.626284"," 1307.41,  653.882,  0.591292"," 1322,  877.611,  0.695043"," 1377.83,  1074.89,  0.249613"," 1401.45,  651.015,  0.597824"," 1407.42,  889.377,  0.694471"," 1469.26,  1074.9,  0.0711842"," 1257.34,  250.714,  0.137542"," 1277.74,  247.757,  0.882255"," 0,  0,  0"," 1330.98,  247.898,  0.90425"," 0,  0,  0"," 0,  0,  0"," 0,  0,  0"," 0,  0,  0"," 0,  0,  0"," 1380.92,  1074.91,  0.0931884",
" 1260.11,  271.193,  0.921002"," 1357.45,  350.725,  0.790449"," 1307.26,  362.375,  0.769243"," 1263.22,  503.73,  0.707346"," 1260.15,  356.619,  0.592094"," 1422,  341.911,  0.794646"," 1313.25,  483.129,  0.803601"," 1283.76,  350.777,  0.814464"," 1354.54,  650.948,  0.615067"," 1310.2,  650.954,  0.592817"," 1307.31,  877.584,  0.604487"," 1375.04,  1074.89,  0.251227"," 1401.59,  650.973,  0.585192"," 1422.06,  901.135,  0.759034"," 1472.19,  1074.9,  0.0715928"," 1257.36,  250.651,  0.165725"," 1277.75,  247.743,  0.880139"," 0,  0,  0"," 1330.92,  247.803,  0.887298"," 0,  0,  0"," 0,  0,  0"," 0,  0,  0"," 1357.41,  1074.9,  0.0588312"," 0,  0,  0"," 1380.85,  1074.91,  0.0960422",
" 1260.2,  268.432,  0.924192"," 1366.2,  350.741,  0.766219"," 1313.24,  362.414,  0.713757"," 1277.89,  486.117,  0.324765"," 0,  0,  0"," 1422.02,  341.948,  0.775408"," 1307.38,  483.287,  0.832983"," 1283.81,  344.901,  0.82266"," 1363.26,  645.142,  0.614389"," 1319.11,  647.992,  0.595844"," 1286.71,  859.892,  0.789691"," 1366.19,  1074.86,  0.556796"," 1410.29,  645.094,  0.583128"," 1422.19,  889.399,  0.728669"," 1475.14,  1074.9,  0.064399"," 1260.08,  247.806,  0.18489"," 1277.91,  247.652,  0.914465"," 0,  0,  0"," 1333.88,  247.711,  0.892501"," 0,  0,  0"," 0,  0,  0"," 0,  0,  0"," 1357.31,  1074.89,  0.135148"," 1357.35,  1074.91,  0.110743"," 1375.02,  1074.89,  0.304423",
" 1260.24,  268.323,  0.9117"," 1371.98,  344.932,  0.776377"," 1321.99,  359.509,  0.651972"," 1283.7,  474.353,  0.107202"," 0,  0,  0"," 1422.04,  341.829,  0.779724"," 1307.27,  483.239,  0.853351"," 1283.84,  341.965,  0.806589"," 1374.97,  647.969,  0.621943"," 1327.83,  647.945,  0.619567"," 1277.79,  856.983,  0.795319"," 1357.36,  1074.83,  0.785504"," 1422.12,  648.022,  0.59629"," 1425.01,  892.272,  0.728949"," 1478.04,  1074.9,  0.0671081"," 1260.15,  247.737,  0.18469"," 1280.65,  247.611,  0.923968"," 0,  0,  0"," 1333.81,  247.67,  0.903547"," 0,  0,  0"," 0,  0,  0"," 0,  0,  0"," 1354.39,  1074.9,  0.163826"," 1351.41,  1074.91,  0.152032"," 1369.15,  1074.87,  0.498579",
" 1260.32,  268.205,  0.882366"," 1372.07,  344.896,  0.794408"," 1324.97,  359.533,  0.690715"," 1263.24,  462.582,  0.172122"," 0,  0,  0"," 1422.11,  339.064,  0.79009"," 1307.26,  483.288,  0.869892"," 1283.84,  342.011,  0.827705"," 1377.87,  647.98,  0.632201"," 1328.02,  645.121,  0.654246"," 1257.22,  839.431,  0.805638"," 1351.45,  1060.12,  0.738481"," 1424.99,  648.049,  0.58891"," 1427.94,  904.098,  0.749202"," 1477.99,  1074.9,  0.0647935"," 1260.24,  247.631,  0.171793"," 1280.74,  244.776,  0.935305"," 0,  0,  0"," 1336.81,  244.852,  0.903085"," 0,  0,  0"," 0,  0,  0"," 0,  0,  0"," 1348.44,  1074.91,  0.123007"," 0,  0,  0"," 0,  0,  0",
" 1263.18,  268.298,  0.868176"," 1374.97,  344.85,  0.807198"," 1327.97,  356.641,  0.684232"," 1263.12,  459.567,  0.106116"," 0,  0,  0"," 1422.16,  339.076,  0.774429"," 1307.25,  483.224,  0.883703"," 1283.92,  341.879,  0.823067"," 1377.86,  648.013,  0.640863"," 1328.02,  647.976,  0.65755"," 1248.45,  836.527,  0.796119"," 1336.79,  1054.25,  0.676226"," 1424.98,  648.061,  0.591712"," 1428.01,  906.977,  0.751405"," 0,  0,  0"," 1260.35,  247.741,  0.122915"," 1280.82,  244.781,  0.933064"," 0,  0,  0"," 1342.61,  244.8,  0.892785"," 0,  0,  0"," 0,  0,  0"," 0,  0,  0"," 1327.85,  1074.9,  0.103439"," 0,  0,  0"," 0,  0,  0",
" 1263.26,  268.221,  0.849054"," 1377.86,  344.882,  0.812936"," 1330.85,  359.526,  0.699164"," 1301.4,  456.694,  0.0600289"," 0,  0,  0"," 1424.95,  339.076,  0.778579"," 1307.24,  483.14,  0.869892"," 1283.85,  344.896,  0.824721"," 1375.08,  648.023,  0.629249"," 1327.93,  648.001,  0.631081"," 1248.48,  839.392,  0.782427"," 1327.95,  1074.81,  0.699635"," 1424.97,  648.056,  0.590889"," 1428.09,  906.937,  0.741688"," 0,  0,  0"," 1263.11,  247.636,  0.119796"," 1280.92,  244.73,  0.927723"," 0,  0,  0"," 1348.4,  244.734,  0.891429"," 0,  0,  0"," 0,  0,  0"," 0,  0,  0"," 1313.18,  1074.89,  0.126915"," 0,  0,  0"," 1333.86,  1074.86,  0.461584",
" 1269.1,  268.203,  0.828307"," 1380.94,  342.078,  0.774803"," 1336.78,  356.59,  0.650976"," 1295.54,  444.946,  0.097336"," 0,  0,  0"," 1425.13,  339.064,  0.75779"," 1307.42,  480.253,  0.846507"," 1286.81,  344.92,  0.780472"," 1374.95,  648.046,  0.607902"," 1327.86,  647.981,  0.611691"," 1257.16,  836.5,  0.807156"," 1307.2,  1048.19,  0.687798"," 1422,  650.961,  0.55432"," 1428.07,  904.077,  0.745196"," 0,  0,  0"," 1271.92,  244.812,  0.119414"," 1283.68,  244.663,  0.907379"," 0,  0,  0"," 1348.52,  241.89,  0.879735"," 0,  0,  0"," 0,  0,  0"," 0,  0,  0"," 1286.67,  1074.85,  0.150983"," 1277.88,  1074.82,  0.196524"," 1313.24,  1074.8,  0.411475",
" 1274.91,  265.293,  0.822906"," 1383.83,  342.016,  0.765717"," 1336.75,  353.69,  0.658617"," 1286.71,  453.801,  0.12787"," 0,  0,  0"," 1430.91,  339.015,  0.739065"," 1310.34,  480.359,  0.827137"," 1292.63,  350.733,  0.768444"," 1374.92,  651.025,  0.573778"," 1327.77,  650.949,  0.572537"," 1263.27,  845.194,  0.690301"," 1292.58,  1054.2,  0.556148"," 1422.03,  656.862,  0.529761"," 1427.94,  906.94,  0.763251"," 0,  0,  0"," 1277.83,  241.797,  0.111646"," 1283.82,  241.872,  0.886791"," 0,  0,  0"," 1351.5,  241.829,  0.890146"," 0,  0,  0"," 0,  0,  0"," 0,  0,  0"," 1280.82,  1074.88,  0.127076"," 0,  0,  0"," 1304.28,  1074.83,  0.373017",
" 1272.04,  271.222,  0.840142"," 1377.88,  359.546,  0.839258"," 1324.89,  353.72,  0.656429"," 1304.4,  486.123,  0.637431"," 1257.38,  415.464,  0.778572"," 1442.66,  362.374,  0.74261"," 1330.74,  486.122,  0.802427"," 1304.32,  338.94,  0.732324"," 1348.55,  648.027,  0.619301"," 1301.36,  642.151,  0.605675"," 1254.32,  859.996,  0.726848"," 1289.71,  1074.84,  0.60092"," 1398.47,  656.824,  0.585271"," 1392.69,  904.068,  0.715659"," 1466.29,  1074.9,  0.0503194"," 1274.86,  250.667,  0.375001"," 1286.79,  250.678,  0.869288"," 0,  0,  0"," 1354.47,  250.769,  0.875253"," 0,  0,  0"," 0,  0,  0"," 0,  0,  0"," 1289.62,  1074.9,  0.125642"," 1289.67,  1074.91,  0.108325"," 1301.41,  1074.88,  0.373795",
" 1271.92,  271.361,  0.824035"," 1375.05,  356.617,  0.807246"," 1324.89,  356.618,  0.656606"," 1304.39,  494.988,  0.620189"," 1260.21,  427.236,  0.755973"," 1436.78,  353.693,  0.694117"," 1325,  483.105,  0.806164"," 1301.45,  347.827,  0.733654"," 1345.59,  656.814,  0.598011"," 1289.67,  648.078,  0.610651"," 1254.36,  865.829,  0.731008"," 1292.57,  1074.86,  0.56057"," 1398.49,  665.62,  0.603793"," 1395.58,  904.051,  0.725113"," 1469.07,  1074.9,  0.0522527"," 1269.07,  250.811,  0.260004"," 1283.85,  250.689,  0.883689"," 0,  0,  0"," 1351.58,  250.773,  0.873386"," 0,  0,  0"," 0,  0,  0"," 0,  0,  0"," 1289.68,  1074.91,  0.123896"," 1292.58,  1074.91,  0.102432"," 1301.42,  1074.89,  0.317022",
" 1263.23,  274.208,  0.82993"," 1374.95,  359.502,  0.824412"," 1324.86,  362.496,  0.69179"," 1304.38,  500.822,  0.689475"," 1260.09,  427.226,  0.787053"," 1428.04,  347.833,  0.716506"," 1324.94,  480.29,  0.806138"," 1298.42,  344.922,  0.735857"," 1342.66,  653.876,  0.607485"," 1289.63,  648.018,  0.628889"," 1257.29,  862.917,  0.760051"," 1289.67,  1074.86,  0.528257"," 1398.41,  662.687,  0.599855"," 1398.51,  910.028,  0.728635"," 0,  0,  0"," 1263.18,  259.464,  0.246267"," 1280.92,  250.73,  0.891611"," 0,  0,  0"," 1348.56,  250.663,  0.871903"," 0,  0,  0"," 0,  0,  0"," 0,  0,  0"," 1289.63,  1074.91,  0.113318"," 1289.66,  1074.92,  0.0949426"," 1301.35,  1074.89,  0.276841",
" 1263.12,  271.42,  0.839031"," 1372.07,  359.508,  0.793819"," 1316.14,  362.522,  0.653852"," 1301.46,  500.786,  0.60907"," 1257.2,  418.493,  0.722492"," 1427.94,  347.755,  0.726275"," 1319.09,  480.304,  0.78616"," 1295.52,  344.882,  0.754978"," 1348.55,  650.932,  0.605983"," 1298.5,  647.955,  0.60284"," 1257.37,  862.943,  0.732266"," 1289.71,  1074.86,  0.551803"," 1398.49,  656.839,  0.58507"," 1401.38,  918.806,  0.732733"," 0,  0,  0"," 1260.34,  256.557,  0.281068"," 1280.91,  250.721,  0.901639"," 0,  0,  0"," 1348.5,  250.778,  0.862223"," 0,  0,  0"," 0,  0,  0"," 0,  0,  0"," 1292.6,  1074.9,  0.122494"," 1292.58,  1074.91,  0.100971"," 1301.36,  1074.89,  0.301076",
" 1260.24,  271.359,  0.876174"," 1369.07,  356.685,  0.762788"," 1310.23,  362.445,  0.664125"," 1301.34,  500.746,  0.566473"," 1257.16,  412.639,  0.729814"," 1425.13,  347.766,  0.725553"," 1313.26,  480.261,  0.773653"," 1289.66,  341.992,  0.74815"," 1348.51,  650.99,  0.594481"," 1298.48,  647.99,  0.595116"," 1257.37,  862.956,  0.760854"," 1292.55,  1074.84,  0.601386"," 1398.46,  659.795,  0.566366"," 1401.39,  910.034,  0.71807"," 0,  0,  0"," 1260.18,  253.589,  0.327749"," 1280.78,  250.722,  0.898246"," 0,  0,  0"," 1345.61,  250.77,  0.849603"," 0,  0,  0"," 0,  0,  0"," 0,  0,  0"," 1292.56,  1074.9,  0.125704"," 1292.58,  1074.91,  0.106224"," 1301.41,  1074.88,  0.367404",
" 1260.25,  271.391,  0.888588"," 1360.35,  359.49,  0.770059"," 1304.43,  362.411,  0.671201"," 1286.71,  489.062,  0.477946"," 1257.21,  409.703,  0.564608"," 1425.08,  347.833,  0.735316"," 1310.21,  483.1,  0.812458"," 1286.71,  344.847,  0.751312"," 1351.41,  653.932,  0.601801"," 1301.44,  648.064,  0.597854"," 1260.13,  868.76,  0.762776"," 1292.55,  1074.85,  0.553562"," 1398.6,  662.765,  0.573517"," 1401.39,  907.123,  0.745288"," 1469.09,  1074.9,  0.0585361"," 1260.14,  253.575,  0.341907"," 1280.74,  250.75,  0.905127"," 0,  0,  0"," 1339.73,  253.606,  0.847441"," 0,  0,  0"," 0,  0,  0"," 0,  0,  0"," 1292.59,  1074.91,  0.116755"," 1292.58,  1074.91,  0.0978588"," 1301.37,  1074.89,  0.308802",
" 1260.1,  271.281,  0.898752"," 1357.45,  359.531,  0.778356"," 1304.32,  362.403,  0.638959"," 1283.81,  489.048,  0.40013"," 1254.34,  406.647,  0.405155"," 1425.01,  347.88,  0.72949"," 1307.46,  483.163,  0.840929"," 1286.72,  347.775,  0.7488"," 1351.39,  665.624,  0.604888"," 1298.42,  656.816,  0.578083"," 1260.34,  871.73,  0.735375"," 1292.58,  1074.87,  0.425628"," 1401.46,  668.633,  0.582551"," 1401.5,  907.038,  0.769113"," 1469.02,  1074.9,  0.0844033"," 1257.38,  250.682,  0.347146"," 1280.66,  250.7,  0.902563"," 0,  0,  0"," 1339.73,  253.679,  0.841794"," 0,  0,  0"," 0,  0,  0"," 0,  0,  0"," 1292.61,  1074.91,  0.0912707"," 1295.54,  1074.92,  0.0753706"," 1301.37,  1074.9,  0.200268",
" 1257.38,  268.462,  0.893369"," 1360.27,  350.789,  0.758864"," 1304.35,  350.765,  0.663757"," 1289.66,  497.919,  0.597699"," 1257.11,  415.447,  0.7389"," 1425,  347.821,  0.738995"," 1310.37,  480.238,  0.7986"," 1286.7,  341.979,  0.751384"," 1348.44,  659.808,  0.571932"," 1292.64,  651.012,  0.577294"," 1269.05,  880.406,  0.730875"," 1292.6,  1074.88,  0.403138"," 1398.52,  665.712,  0.552154"," 1404.4,  907.02,  0.748833"," 1469.13,  1074.9,  0.0513244"," 1257.36,  247.849,  0.361926"," 1277.93,  247.881,  0.904168"," 0,  0,  0"," 1336.8,  253.658,  0.843676"," 0,  0,  0"," 0,  0,  0"," 0,  0,  0"," 1292.62,  1074.91,  0.0882847"," 1295.56,  1074.92,  0.0722039"," 1301.36,  1074.9,  0.180463",
" 1254.21,  274.285,  0.834489"," 1360.3,  359.493,  0.775318"," 1304.33,  344.954,  0.637214"," 1301.39,  489.095,  0.424655"," 1251.33,  430.236,  0.622514"," 1422.18,  362.536,  0.775025"," 1324.85,  500.836,  0.767193"," 1286.77,  344.946,  0.737711"," 1333.81,  648.069,  0.627155"," 1283.79,  645.117,  0.640599"," 1254.37,  871.666,  0.734367"," 1289.71,  1074.87,  0.471878"," 1386.79,  653.94,  0.569622"," 1389.68,  898.209,  0.722613"," 1466.23,  1074.89,  0.0893596"," 1254.28,  256.53,  0.139133"," 1263.17,  253.671,  0.851234"," 0,  0,  0"," 1330.79,  250.692,  0.879407"," 0,  0,  0"," 0,  0,  0"," 0,  0,  0"," 1289.68,  1074.9,  0.0952637"," 1295.55,  1074.92,  0.0803546"," 1301.37,  1074.9,  0.22604",
