Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,LBigToe,LSmallToe,LHeel,RBigToe,RSmallToe,RHeel,Background
"355.444,95.7336,0.763685","339.763,129.639,0.793048","317.57,124.486,0.68694","308.454,161.036,0.689417","329.364,127.09,0.605465","364.558,130.967,0.746248","390.674,163.63,0.222188","0,0,0","338.417,224.953,0.661307","318.955,224.944,0.644978","317.568,307.1,0.805447","307.179,381.492,0.798627","352.82,224.973,0.609695","359.34,299.346,0.809803","350.211,369.722,0.852956","350.18,87.8938,0.90638","359.292,87.9444,0.606249","334.564,87.8714,0.815025","0,0,0","368.442,380.186,0.752065","369.743,376.308,0.724392","345.011,373.699,0.73615","313.66,399.754,0.744677","305.823,397.181,0.703901","307.169,385.438,0.588519",
"355.453,94.4725,0.770886","338.518,124.469,0.756508","317.536,120.561,0.737579","305.868,160.956,0.579728","328.002,129.727,0.603514","361.983,129.635,0.724135","389.358,157.109,0.169717","0,0,0","337.139,223.667,0.633939","318.88,223.659,0.641732","317.578,307.108,0.811848","307.172,381.5,0.784977","351.528,224.934,0.616898","359.339,299.355,0.807766","350.22,368.505,0.846719","350.189,87.9005,0.911016","359.301,87.953,0.592892","334.543,86.6468,0.80971","0,0,0","367.179,380.184,0.746674","369.729,376.285,0.720928","346.279,373.69,0.745378","313.658,399.772,0.739261","305.819,397.204,0.683832","307.16,385.445,0.57302",
"355.455,94.4682,0.752279","337.159,127.064,0.565532","317.548,123.186,0.489625","308.457,162.289,0.171324","327.985,128.392,0.170548","359.31,129.648,0.537108","0,0,0","0,0,0","334.548,223.664,0.576447","317.597,223.647,0.570699","317.593,307.152,0.804875","307.155,381.555,0.781439","350.227,224.926,0.595484","359.353,299.357,0.803035","350.217,368.497,0.845339","350.179,87.8931,0.893327","359.288,87.9412,0.523864","333.256,87.8592,0.771041","0,0,0","367.194,380.186,0.747317","369.73,376.293,0.726837","346.274,373.681,0.741748","313.66,399.771,0.735052","305.835,398.474,0.684612","307.123,388.048,0.577143",
"425.925,131.021,0.882316","474.182,151.867,0.798006","496.379,150.526,0.714329","0,0,0","0,0,0","450.702,153.219,0.712531","388.055,183.178,0.824648","339.731,171.391,0.740142","496.333,292.81,0.586585","511.995,288.896,0.482148","492.425,388.03,0.746837","528.972,455.931,0.685029","484.564,296.703,0.572613","425.934,389.336,0.690799","424.635,476.828,0.315283","0,0,0","432.345,121.841,0.906916","0,0,0","453.351,117.904,0.906269","0,0,0","0,0,0","427.216,476.839,0.1652","522.452,476.803,0.180909","519.867,476.806,0.156177","538.122,462.398,0.669109",
"423.277,131.011,0.95856","470.264,153.161,0.716084","485.966,151.827,0.611206","0,0,0","0,0,0","453.313,154.477,0.748986","393.292,184.498,0.786479","348.952,172.707,0.770232","496.319,291.489,0.570087","506.818,288.889,0.459593","487.224,388.044,0.763094","527.74,457.204,0.650562","485.897,295.407,0.548616","424.619,389.355,0.716209","429.793,476.831,0.266927","421.987,123.183,0.0866773","427.199,120.621,0.86794","0,0,0","451.947,117.896,0.852959","0,0,0","0,0,0","432.383,476.841,0.146166","527.7,476.804,0.204096","528.974,476.805,0.19339","538.118,462.421,0.637437",
"421.974,130.965,0.912516","463.757,150.59,0.700501","472.869,149.26,0.482248","416.756,202.752,0.0772088","390.676,181.871,0.171963","454.653,151.873,0.74454","412.886,193.673,0.548675","371.102,174.054,0.371298","496.353,287.559,0.563899","505.523,286.282,0.440104","485.89,385.427,0.770968","527.644,454.589,0.720024","487.25,288.872,0.536378","429.81,386.77,0.712021","431.07,476.821,0.529397","420.633,121.883,0.162981","425.882,120.595,0.872005","0,0,0","449.392,116.654,0.823158","423.302,476.837,0.103232","0,0,0","431.096,476.831,0.319778","525.068,476.798,0.223413","525.073,476.794,0.194276","536.811,457.242,0.684019",
"421.909,131.042,0.917765","467.645,151.856,0.687669","478.076,150.585,0.534214","427.206,193.618,0.200269","382.853,181.857,0.280371","458.503,151.877,0.763668","411.562,198.846,0.830354","369.776,174.053,0.777732","492.457,295.376,0.580397","500.288,292.801,0.46262","484.651,388.036,0.790155","527.724,457.216,0.683891","484.653,296.705,0.587348","432.362,389.342,0.711355","431.073,476.829,0.372845","419.349,123.163,0.0861529","423.281,120.612,0.926403","0,0,0","445.483,115.313,0.850903","0,0,0","0,0,0","432.371,476.838,0.214274","528.988,476.804,0.174178","531.596,476.811,0.157579","538.11,461.13,0.662504",
"419.348,132.28,0.861623","462.448,151.91,0.700501","455.914,153.164,0.573573","440.26,204.045,0.158957","407.646,190.995,0.248036","465.114,151.817,0.825332","435.011,213.171,0.850244","399.763,181.865,0.7389","491.147,292.788,0.565052","493.732,291.509,0.412584","481.99,386.769,0.747021","527.679,457.222,0.69184","488.554,295.37,0.5848","433.745,390.64,0.702692","432.39,476.828,0.372908","0,0,0","421.976,121.834,0.91606","0,0,0","444.182,114.004,0.895705","423.268,476.841,0.0736148","0,0,0","432.422,476.837,0.200964","527.675,476.808,0.159375","0,0,0","538.081,459.812,0.579041",
"418.081,134.902,0.833679","462.399,160.934,0.806825","445.457,162.319,0.762103","410.197,204.019,0.745879","364.573,201.43,0.656206","475.504,154.485,0.81","466.377,211.857,0.843511","423.25,193.571,0.714544","492.442,294.118,0.574577","493.734,294.118,0.405104","480.726,390.684,0.799245","526.429,455.896,0.685005","491.154,295.419,0.572551","433.747,391.981,0.731538","432.435,476.833,0.24021","415.457,128.356,0.0535522","421.947,125.752,0.866539","0,0,0","444.125,116.628,0.900997","0,0,0","0,0,0","433.691,476.844,0.110611","525.072,476.807,0.179471","522.477,476.811,0.157864","536.812,457.236,0.590109",
"416.761,136.224,0.827671","461.143,162.268,0.824505","442.855,170.128,0.730602","411.525,211.848,0.781775","368.477,197.555,0.742114","478.111,154.458,0.770773","487.271,204.041,0.870404","442.847,205.419,0.668325","493.713,294.118,0.586044","492.443,295.384,0.399996","483.325,389.338,0.773711","526.405,454.564,0.72815","492.463,295.403,0.582155","433.742,393.262,0.718858","432.427,476.833,0.202061","412.915,128.364,0.0570771","420.677,125.783,0.841538","0,0,0","442.858,117.894,0.896605","0,0,0","0,0,0","433.686,476.844,0.0857712","528.984,476.798,0.149553","540.719,476.794,0.146643","535.532,455.903,0.630737",
"425.901,121.863,0.847467","474.223,142.781,0.821139","505.543,141.467,0.789675","0,0,0","0,0,0","444.154,146.628,0.75766","401.158,213.223,0.889972","380.279,175.349,0.720444","485.967,296.686,0.560077","506.816,292.81,0.505961","502.898,395.886,0.715227","538.061,476.821,0.562103","466.337,298.023,0.510858","416.75,398.481,0.586003","410.195,476.836,0.151023","0,0,0","428.499,111.436,0.842565","0,0,0","446.783,107.465,0.834802","0,0,0","0,0,0","411.49,476.847,0.0594395","539.409,476.839,0.124693","538.157,476.849,0.111714","539.455,476.832,0.292667",
"424.593,120.614,0.850475","470.285,142.774,0.765061","505.48,141.489,0.755454","0,0,0","0,0,0","435.069,147.929,0.714268","380.186,201.459,0.868248","347.595,171.464,0.751146","484.644,296.727,0.515795","505.545,294.109,0.451358","501.59,401.071,0.759425","536.779,476.819,0.563928","463.717,299.322,0.503384","412.815,403.7,0.686149","408.928,476.836,0.110005","0,0,0","425.891,110.185,0.85815","0,0,0","445.447,107.451,0.864265","0,0,0","0,0,0","0,0,0","536.839,476.841,0.121179","538.098,476.848,0.113659","538.125,476.83,0.323149",
"423.254,121.904,0.875351","465.077,146.646,0.789436","501.565,142.749,0.742614","0,0,0","0,0,0","431.106,149.255,0.725964","361.973,184.483,0.845124","321.504,171.481,0.814358","483.322,298.042,0.521746","504.202,296.716,0.45247","496.389,403.743,0.785047","535.513,476.827,0.345903","463.689,300.637,0.51248","408.919,402.412,0.652627","405.025,476.835,0.0945354","0,0,0","423.324,112.71,0.872961","0,0,0","444.187,108.75,0.9059","0,0,0","0,0,0","0,0,0","536.787,476.84,0.0714657","538.084,476.852,0.0613205","538.146,476.833,0.160712",
"419.347,120.621,0.835322","463.684,147.956,0.777175","496.327,147.975,0.721624","0,0,0","0,0,0","431.093,147.966,0.723497","363.256,192.254,0.845029","329.334,170.095,0.792956","480.707,298.001,0.526541","497.673,296.683,0.428328","494.991,405.036,0.747315","532.901,476.826,0.445994","463.769,299.335,0.52582","406.309,399.776,0.645528","405.033,476.836,0.0706606","0,0,0","420.67,111.424,0.861373","0,0,0","441.548,108.735,0.89188","0,0,0","0,0,0","0,0,0","534.204,476.841,0.0996012","536.784,476.848,0.0842797","536.79,476.833,0.233747",
"355.411,95.7489,0.772374","331.927,120.606,0.668654","317.55,120.506,0.645074","308.466,160.976,0.474767","348.914,181.896,0.714645","347.6,123.166,0.571541","351.514,164.928,0.200304","377.612,181.863,0.162966","329.314,219.726,0.643838","316.256,219.726,0.579441","316.281,304.54,0.680974","308.399,381.511,0.795545","343.694,219.71,0.592549","359.388,298.04,0.817719","350.216,369.734,0.861327","350.156,87.8966,0.90214","358.019,87.9665,0.484547","331.943,87.8699,0.691106","0,0,0","368.46,380.238,0.756251","369.761,377.59,0.755764","345.011,373.704,0.740728","313.666,399.769,0.74047","305.805,397.175,0.689261","308.424,385.433,0.583679",
"354.133,97.0571,0.745652","334.545,130.965,0.546124","311.053,129.719,0.444474","0,0,0","0,0,0","358.055,131.03,0.56112","361.959,155.777,0.065905","0,0,0","331.957,224.959,0.505723","316.279,224.961,0.475718","314.971,307.157,0.5948","307.2,380.208,0.754611","350.219,226.249,0.510415","359.395,299.35,0.769845","350.216,369.722,0.846988","348.951,87.9061,0.869941","358.007,87.9779,0.373301","330.66,87.8681,0.561173","0,0,0","368.471,380.244,0.740813","369.741,377.607,0.739071","346.268,372.449,0.729183","313.676,399.784,0.730092","305.811,397.181,0.678907","307.187,382.818,0.550111",
"410.228,117.945,0.833707","454.666,141.479,0.750342","471.56,141.428,0.643429","462.441,219.715,0.0584739","0,0,0","442.814,141.484,0.777163","391.942,202.721,0.870213","367.161,163.629,0.664274","475.522,294.112,0.525953","493.724,291.504,0.452027","483.327,401.071,0.763088","531.593,476.829,0.441932","463.696,296.698,0.497113","403.741,398.51,0.685677","406.324,476.837,0.0631325","0,0,0","411.511,108.744,0.879208","0,0,0","432.397,101.029,0.901955","0,0,0","0,0,0","0,0,0","534.2,476.84,0.105225","534.221,476.85,0.0880742","535.507,476.833,0.244079",
"405.018,119.296,0.838951","453.333,140.173,0.669899","459.833,138.808,0.48964","0,0,0","0,0,0","448.065,141.485,0.764847","415.44,202.764,0.823058","390.612,176.656,0.764064","475.502,288.881,0.537499","485.917,287.594,0.45399","484.555,402.413,0.761711","530.286,476.827,0.489331","466.379,290.203,0.478517","405.026,401.109,0.693843","408.945,476.839,0.0563347","0,0,0","407.617,108.812,0.86713","0,0,0","427.196,102.275,0.838163","0,0,0","0,0,0","0,0,0","532.906,476.84,0.114302","534.196,476.85,0.0984872","534.227,476.833,0.271937",
"402.486,123.141,0.834651","448.066,150.5,0.661473","440.249,150.54,0.518186","0,0,0","0,0,0","454.639,147.97,0.783084","435.051,201.401,0.816792","401.132,192.326,0.336489","474.195,296.725,0.559514","480.693,296.719,0.415727","484.629,402.441,0.79157","530.316,476.826,0.555386","470.246,298.011,0.482094","407.625,402.401,0.67737","408.951,476.838,0.0650161","0,0,0","403.74,110.148,0.866304","0,0,0","424.593,106.184,0.86325","0,0,0","0,0,0","0,0,0","531.598,476.841,0.129196","534.207,476.848,0.113453","535.484,476.833,0.313065",
"354.143,93.1731,0.661391","338.485,130.981,0.680942","308.506,129.672,0.541328","0,0,0","0,0,0","368.478,132.288,0.623282","0,0,0","0,0,0","338.407,224.966,0.579498","317.619,224.949,0.573134","317.595,307.182,0.807575","307.188,381.509,0.804922","356.746,226.259,0.546501","359.351,301.954,0.801204","350.202,369.758,0.863045","348.95,86.6356,0.782419","358.005,87.8739,0.433806","331.949,86.6366,0.579617","0,0,0","368.506,380.258,0.729393","369.758,377.625,0.729126","345.002,373.72,0.717605","313.686,399.783,0.753319","305.829,397.206,0.703162","307.151,385.439,0.581859",
"427.208,112.724,0.706308","465.025,138.805,0.841091","506.867,134.919,0.753117","515.954,198.858,0.282334","0,0,0","423.347,140.148,0.786747","365.858,204.091,0.823129","348.88,167.515,0.601715","475.454,308.458,0.474955","500.276,305.837,0.387153","506.755,421.97,0.790634","534.207,476.838,0.113675","451.967,309.76,0.458657","401.125,414.156,0.710848","390.7,476.838,0.0540584","0,0,0","424.637,104.877,0.78266","0,0,0","442.803,98.3189,0.910313","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"355.407,95.7549,0.721006","338.447,129.663,0.683702","314.958,128.385,0.531578","318.913,170.119,0.246642","346.289,183.233,0.2394","361.954,129.695,0.647767","381.527,155.792,0.192842","0,0,0","333.242,224.949,0.560198","317.555,224.956,0.543552","314.978,307.147,0.70283","308.398,380.254,0.795788","350.23,224.974,0.567875","359.382,300.611,0.79577","350.214,369.728,0.844679","350.153,87.8849,0.848693","358.032,87.9709,0.490389","330.618,87.8955,0.621858","0,0,0","367.172,380.224,0.7217","369.737,377.599,0.721744","346.286,373.69,0.739934","313.659,399.758,0.75997","305.799,395.907,0.721454","308.421,384.136,0.58811",
"420.685,112.741,0.649061","458.532,141.392,0.834186","504.193,140.065,0.775781","514.627,214.495,0.466003","0,0,0","414.189,142.776,0.720682","350.219,194.941,0.865997","321.5,166.205,0.65443","474.17,305.85,0.483334","496.409,303.23,0.409796","501.589,418.065,0.712492","527.73,476.837,0.181104","451.957,305.852,0.466828","398.495,414.152,0.648677","0,0,0","0,0,0","420.648,106.167,0.770061","0,0,0","433.785,99.6654,0.899884","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","534.189,476.843,0.0587995",
"354.116,98.3074,0.750704","331.963,131.042,0.185992","308.436,129.715,0.161384","0,0,0","0,0,0","363.251,134.922,0.460093","384.164,161.033,0.0587608","0,0,0","329.294,235.39,0.421055","343.677,235.366,0.303005","359.383,301.941,0.562919","350.23,369.736,0.650545","313.679,236.686,0.281178","311.089,311.053,0.44819","307.122,384.134,0.57033","348.943,87.8932,0.877714","358.056,89.1961,0.55621","329.308,85.3235,0.356703","0,0,0","309.746,401.094,0.565961","311.055,399.773,0.549657","305.82,390.678,0.486045","369.728,378.899,0.465344","367.188,380.17,0.521998","347.589,373.692,0.616034",
"408.935,115.323,0.719148","451.947,141.397,0.819676","489.827,140.181,0.732909","495.066,215.818,0.0500647","0,0,0","412.824,141.438,0.783683","354.142,204.078,0.82611","344.971,162.341,0.664136","471.572,303.224,0.478287","495.031,299.325,0.441838","494.996,416.756,0.771293","527.753,476.838,0.136689","449.368,304.532,0.460071","391.971,420.678,0.696369","0,0,0","0,0,0","407.619,104.903,0.775164","0,0,0","423.254,98.3281,0.904244","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"402.432,110.156,0.814571","446.802,140.08,0.787361","476.807,138.795,0.712529","0,0,0","0,0,0","419.376,140.119,0.78244","368.492,210.588,0.818797","359.342,174.048,0.769185","471.555,300.621,0.4865","493.712,296.734,0.43299","489.826,414.199,0.723302","529.029,476.839,0.12281","450.692,303.227,0.452154","392.035,420.679,0.664763","0,0,0","0,0,0","402.402,102.285,0.836828","0,0,0","419.347,98.3487,0.860014","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"402.451,115.356,0.775101","448.101,140.135,0.784186","475.505,137.487,0.704358","0,0,0","0,0,0","421.937,141.432,0.75872","391.944,207.973,0.464552","378.889,187.097,0.194402","470.258,296.73,0.511824","493.711,295.404,0.470658","489.824,412.873,0.751203","529.008,476.836,0.188868","448.072,299.342,0.479055","398.474,412.876,0.603698","0,0,0","0,0,0","402.414,107.462,0.858704","0,0,0","419.391,98.3416,0.843947","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","535.51,476.837,0.0737543",
"401.137,112.748,0.768369","445.483,138.798,0.727755","465.057,136.19,0.659393","450.68,206.675,0.0629211","0,0,0","424.638,138.831,0.76548","381.605,209.282,0.81619","380.268,172.718,0.555848","472.845,296.733,0.508454","492.416,295.42,0.448059","491.131,416.754,0.733227","529.023,476.838,0.142146","453.294,299.312,0.492905","397.182,416.767,0.613607","0,0,0","0,0,0","401.128,104.885,0.816943","0,0,0","416.76,98.3735,0.858178","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","536.809,476.84,0.053723",
"403.707,120.546,0.782602","451.994,141.396,0.776756","467.652,141.404,0.696184","424.613,193.652,0.0665035","0,0,0","432.461,140.148,0.809563","399.779,204.018,0.82837","365.871,190.99,0.677506","474.161,298.044,0.517631","493.725,296.71,0.469531","496.343,419.366,0.7837","536.819,476.841,0.0830458","454.619,300.63,0.472671","395.904,418.069,0.606454","0,0,0","0,0,0","402.412,110.074,0.86944","0,0,0","419.369,100.955,0.836747","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"428.482,112.715,0.743005","467.661,137.491,0.776634","515.874,131.052,0.782925","526.325,193.661,0.218725","0,0,0","424.625,140.157,0.765224","371.168,210.599,0.820506","363.279,170.101,0.672513","484.559,299.329,0.455238","512.02,298.022,0.372756","514.612,416.741,0.706847","536.846,476.84,0.0879126","454.62,303.235,0.450374","403.766,412.865,0.685555","397.174,476.838,0.0532981","0,0,0","427.203,102.292,0.788988","0,0,0","444.112,97.0203,0.881321","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"422.028,114.026,0.749993","462.389,138.789,0.807198","506.754,131.058,0.804739","519.869,202.781,0.495578","0,0,0","416.755,141.46,0.739103","352.817,201.469,0.850319","338.433,162.363,0.69473","475.448,311.059,0.428139","504.194,308.452,0.343487","508.146,420.664,0.694026","536.756,476.842,0.0608575","448.098,311.069,0.408441","402.413,420.646,0.689431","0,0,0","0,0,0","422.011,106.161,0.829268","0,0,0","436.374,98.3142,0.849106","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"351.555,98.3054,0.700612","335.874,131.041,0.623248","308.424,131.017,0.48246","305.844,176.674,0.199561","339.753,181.913,0.268354","364.555,132.316,0.63214","380.221,167.539,0.201226","0,0,0","330.663,230.155,0.557844","316.246,230.169,0.516131","316.282,307.111,0.683366","307.206,380.249,0.79842","348.959,231.444,0.581517","360.595,298.077,0.795042","350.239,368.467,0.81841","348.88,87.9054,0.778834","356.722,89.1929,0.501328","329.298,87.9383,0.532747","0,0,0","367.163,380.222,0.694168","369.746,377.583,0.696955","346.289,372.43,0.74495","313.684,399.759,0.755399","305.826,395.904,0.713428","307.18,384.126,0.584082",
"414.133,112.709,0.656972","454.565,140.126,0.878612","501.565,134.919,0.736176","515.982,215.799,0.61727","493.765,249.73,0.0602256","408.948,144.05,0.677304","341.062,189.732,0.848986","316.294,170.145,0.74161","474.196,309.76,0.45366","502.864,307.15,0.375073","505.537,421.977,0.761381","531.612,476.84,0.101606","448.063,309.772,0.42598","401.065,416.762,0.708757","390.659,476.838,0.0555029","0,0,0","412.886,104.881,0.774139","0,0,0","431.102,98.3129,0.87594","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"403.739,111.434,0.793023","445.523,140.181,0.860594","495,137.495,0.763168","509.437,222.328,0.730081","475.473,249.733,0.0622215","402.373,146.654,0.729064","339.735,193.594,0.909317","326.704,159.683,0.654562","472.847,308.452,0.462911","496.341,305.847,0.411237","502.878,421.96,0.743958","530.321,476.84,0.0840526","446.758,309.77,0.446527","395.865,419.367,0.693213","0,0,0","0,0,0","403.762,102.28,0.789796","0,0,0","422.027,98.3604,0.901562","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"401.071,111.462,0.797839","444.198,141.382,0.841853","485.92,138.829,0.74291","496.377,217.127,0.0670259","0,0,0","403.694,144.064,0.706678","347.56,204.064,0.84055","339.779,171.425,0.733129","474.14,308.453,0.46258","496.321,305.842,0.393505","501.556,421.965,0.725808","536.748,476.843,0.0655051","450.699,309.757,0.44222","394.561,420.67,0.693159","0,0,0","0,0,0","401.051,104.867,0.807608","0,0,0","414.129,98.3667,0.875741","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"395.899,112.72,0.722397","442.855,140.119,0.844584","475.47,138.775,0.723414","0,0,0","0,0,0","411.51,141.403,0.769357","355.429,214.505,0.818798","351.517,183.156,0.671324","471.558,303.229,0.444784","495.021,298.024,0.388998","498.974,420.701,0.72425","536.863,476.842,0.0651019","448.085,305.842,0.424061","394.612,423.263,0.669939","0,0,0","0,0,0","393.327,104.881,0.769476","0,0,0","410.264,98.3435,0.898026","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"394.57,119.273,0.505526","442.885,141.389,0.815447","474.148,136.186,0.683699","0,0,0","0,0,0","412.849,145.347,0.681711","368.463,213.227,0.64181","356.731,179.258,0.132484","472.85,295.408,0.464889","495.049,290.204,0.429604","498.978,418.078,0.695945","536.858,476.84,0.0824686","449.391,298,0.435933","398.467,423.26,0.666676","0,0,0","0,0,0","392.015,108.85,0.690702","0,0,0","407.64,99.7019,0.836371","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"392.002,115.349,0.655366","438.946,140.172,0.772377","463.693,138.775,0.693621","441.549,202.75,0.0637587","0,0,0","414.181,141.448,0.779014","371.082,215.829,0.82985","369.75,194.917,0.295715","475.493,299.309,0.483748","496.399,294.099,0.436521","502.885,420.658,0.709331","536.825,476.841,0.0937269","453.317,303.234,0.450677","398.497,422.015,0.639425","0,0,0","0,0,0","391.952,107.494,0.80764","0,0,0","406.348,100.983,0.848735","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
