Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,LBigToe,LSmallToe,LHeel,RBigToe,RSmallToe,RHeel,Background
"{'x': 1251.33, 'y': 291.749, 'c': 0.845582}","{'x': 1351.39, 'y': 362.584, 'c': 0.842576}","{'x': 1289.62, 'y': 365.585, 'c': 0.658187}","{'x': 1280.7, 'y': 506.828, 'c': 0.674709}","{'x': 1239.56, 'y': 415.494, 'c': 0.711604}","{'x': 1416.18, 'y': 359.569, 'c': 0.716876}","{'x': 1324.96, 'y': 486.099, 'c': 0.810757}","{'x': 1266.17, 'y': 368.452, 'c': 0.78473}","{'x': 1330.92, 'y': 656.819, 'c': 0.586729}","{'x': 1283.86, 'y': 650.999, 'c': 0.58146}","{'x': 1274.94, 'y': 877.553, 'c': 0.648359}","{'x': 1286.7, 'y': 1074.88, 'c': 0.31838}","{'x': 1378.01, 'y': 662.721, 'c': 0.548926}","{'x': 1383.86, 'y': 901.064, 'c': 0.729558}","{'x': 1457.41, 'y': 1074.9, 'c': 0.0821871}","{'x': 1245.54, 'y': 271.217, 'c': 0.213153}","{'x': 1260.28, 'y': 268.279, 'c': 0.908098}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1324.92, 'y': 265.356, 'c': 0.837616}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1289.7, 'y': 1074.9, 'c': 0.130315}",
"{'x': 1251.31, 'y': 291.769, 'c': 0.844239}","{'x': 1351.41, 'y': 362.586, 'c': 0.849027}","{'x': 1289.62, 'y': 365.562, 'c': 0.659328}","{'x': 1286.73, 'y': 503.875, 'c': 0.63712}","{'x': 1239.62, 'y': 418.505, 'c': 0.666742}","{'x': 1416.18, 'y': 359.577, 'c': 0.718666}","{'x': 1327.78, 'y': 483.335, 'c': 0.825049}","{'x': 1269.02, 'y': 371.38, 'c': 0.767633}","{'x': 1330.89, 'y': 659.804, 'c': 0.577177}","{'x': 1283.83, 'y': 653.935, 'c': 0.557799}","{'x': 1277.8, 'y': 880.559, 'c': 0.698668}","{'x': 1286.65, 'y': 1074.88, 'c': 0.272585}","{'x': 1377.94, 'y': 665.659, 'c': 0.545946}","{'x': 1383.85, 'y': 901.119, 'c': 0.730178}","{'x': 1454.49, 'y': 1074.9, 'c': 0.0790217}","{'x': 1245.49, 'y': 271.248, 'c': 0.21946}","{'x': 1260.29, 'y': 268.272, 'c': 0.90083}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1327.74, 'y': 268.21, 'c': 0.873244}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1289.69, 'y': 1074.9, 'c': 0.107147}",
"{'x': 1251.36, 'y': 291.856, 'c': 0.865541}","{'x': 1351.54, 'y': 365.343, 'c': 0.849606}","{'x': 1298.46, 'y': 368.448, 'c': 0.660339}","{'x': 1286.68, 'y': 503.867, 'c': 0.647798}","{'x': 1239.61, 'y': 418.504, 'c': 0.708526}","{'x': 1416.19, 'y': 359.615, 'c': 0.727548}","{'x': 1327.83, 'y': 486.096, 'c': 0.833331}","{'x': 1272.02, 'y': 374.342, 'c': 0.766352}","{'x': 1333.8, 'y': 656.855, 'c': 0.562619}","{'x': 1289.6, 'y': 651.007, 'c': 0.536578}","{'x': 1277.8, 'y': 877.612, 'c': 0.638267}","{'x': 1286.67, 'y': 1074.89, 'c': 0.213633}","{'x': 1378.05, 'y': 662.754, 'c': 0.537081}","{'x': 1383.84, 'y': 901.052, 'c': 0.722316}","{'x': 1457.4, 'y': 1074.9, 'c': 0.0649579}","{'x': 1245.54, 'y': 271.361, 'c': 0.174616}","{'x': 1260.29, 'y': 268.309, 'c': 0.904986}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1327.74, 'y': 268.214, 'c': 0.878517}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1292.59, 'y': 1074.9, 'c': 0.0739878}",
"{'x': 1254.25, 'y': 291.901, 'c': 0.879615}","{'x': 1351.53, 'y': 365.382, 'c': 0.852925}","{'x': 1295.53, 'y': 368.457, 'c': 0.657278}","{'x': 1283.68, 'y': 503.709, 'c': 0.664137}","{'x': 1239.57, 'y': 418.489, 'c': 0.727304}","{'x': 1419.09, 'y': 362.412, 'c': 0.744852}","{'x': 1327.9, 'y': 486.143, 'c': 0.842769}","{'x': 1277.76, 'y': 380.124, 'c': 0.784863}","{'x': 1330.92, 'y': 659.802, 'c': 0.586185}","{'x': 1283.84, 'y': 653.914, 'c': 0.569994}","{'x': 1271.98, 'y': 880.452, 'c': 0.65716}","{'x': 1286.68, 'y': 1074.89, 'c': 0.210017}","{'x': 1378.01, 'y': 665.673, 'c': 0.557295}","{'x': 1386.74, 'y': 901.149, 'c': 0.729782}","{'x': 1463.21, 'y': 1074.9, 'c': 0.059096}","{'x': 1251.35, 'y': 271.336, 'c': 0.189336}","{'x': 1260.36, 'y': 268.345, 'c': 0.903352}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1325, 'y': 265.394, 'c': 0.862668}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1292.64, 'y': 1074.9, 'c': 0.0725822}",
"{'x': 1254.37, 'y': 291.835, 'c': 0.895643}","{'x': 1351.57, 'y': 365.373, 'c': 0.857226}","{'x': 1298.45, 'y': 368.468, 'c': 0.670475}","{'x': 1280.77, 'y': 503.69, 'c': 0.680358}","{'x': 1239.65, 'y': 418.496, 'c': 0.71668}","{'x': 1419.16, 'y': 362.369, 'c': 0.747203}","{'x': 1327.93, 'y': 486.185, 'c': 0.842575}","{'x': 1277.88, 'y': 380.134, 'c': 0.799037}","{'x': 1333.74, 'y': 653.943, 'c': 0.584848}","{'x': 1286.65, 'y': 650.956, 'c': 0.576432}","{'x': 1271.96, 'y': 877.505, 'c': 0.625488}","{'x': 1286.65, 'y': 1074.88, 'c': 0.251584}","{'x': 1380.91, 'y': 662.725, 'c': 0.547447}","{'x': 1386.79, 'y': 901.037, 'c': 0.713246}","{'x': 1463.22, 'y': 1074.9, 'c': 0.0658269}","{'x': 1254.29, 'y': 271.324, 'c': 0.217367}","{'x': 1263.19, 'y': 268.335, 'c': 0.893276}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1327.8, 'y': 265.442, 'c': 0.886125}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1289.71, 'y': 1074.9, 'c': 0.0967975}",
"{'x': 1257.22, 'y': 291.911, 'c': 0.910313}","{'x': 1354.31, 'y': 365.343, 'c': 0.854879}","{'x': 1301.33, 'y': 368.414, 'c': 0.686882}","{'x': 1283.65, 'y': 503.903, 'c': 0.672576}","{'x': 1239.69, 'y': 418.463, 'c': 0.703268}","{'x': 1419.12, 'y': 362.369, 'c': 0.736513}","{'x': 1327.99, 'y': 486.175, 'c': 0.838148}","{'x': 1280.68, 'y': 380.152, 'c': 0.812735}","{'x': 1333.77, 'y': 656.824, 'c': 0.584459}","{'x': 1286.76, 'y': 650.987, 'c': 0.564898}","{'x': 1271.97, 'y': 871.725, 'c': 0.610691}","{'x': 1286.68, 'y': 1074.88, 'c': 0.237887}","{'x': 1380.87, 'y': 662.74, 'c': 0.548589}","{'x': 1389.74, 'y': 903.938, 'c': 0.736477}","{'x': 1460.37, 'y': 1074.9, 'c': 0.0670982}","{'x': 1257.17, 'y': 271.343, 'c': 0.22686}","{'x': 1263.22, 'y': 268.357, 'c': 0.888907}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1327.77, 'y': 265.365, 'c': 0.871202}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1292.58, 'y': 1074.9, 'c': 0.0862506}",
"{'x': 1257.18, 'y': 291.793, 'c': 0.897393}","{'x': 1354.53, 'y': 362.618, 'c': 0.827122}","{'x': 1304.43, 'y': 368.402, 'c': 0.739017}","{'x': 1289.61, 'y': 503.784, 'c': 0.621152}","{'x': 1239.61, 'y': 415.503, 'c': 0.744314}","{'x': 1419.18, 'y': 359.507, 'c': 0.73975}","{'x': 1330.8, 'y': 483.341, 'c': 0.846048}","{'x': 1280.8, 'y': 380.19, 'c': 0.826875}","{'x': 1333.77, 'y': 656.867, 'c': 0.583049}","{'x': 1286.73, 'y': 651.019, 'c': 0.570759}","{'x': 1274.92, 'y': 877.506, 'c': 0.604335}","{'x': 1286.66, 'y': 1074.88, 'c': 0.288286}","{'x': 1380.87, 'y': 665.641, 'c': 0.546468}","{'x': 1395.52, 'y': 904.043, 'c': 0.774117}","{'x': 1463.28, 'y': 1074.9, 'c': 0.0708465}","{'x': 1254.36, 'y': 271.34, 'c': 0.193583}","{'x': 1263.25, 'y': 268.336, 'c': 0.899877}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1327.85, 'y': 268.19, 'c': 0.900647}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1289.68, 'y': 1074.9, 'c': 0.112488}",
"{'x': 1257.26, 'y': 288.981, 'c': 0.900973}","{'x': 1354.51, 'y': 362.616, 'c': 0.837152}","{'x': 1304.36, 'y': 368.397, 'c': 0.749877}","{'x': 1280.92, 'y': 497.893, 'c': 0.672009}","{'x': 1239.58, 'y': 415.547, 'c': 0.769639}","{'x': 1421.98, 'y': 359.495, 'c': 0.748834}","{'x': 1330.9, 'y': 486.084, 'c': 0.850348}","{'x': 1280.73, 'y': 374.345, 'c': 0.811608}","{'x': 1333.87, 'y': 659.791, 'c': 0.580761}","{'x': 1286.77, 'y': 653.881, 'c': 0.569588}","{'x': 1274.93, 'y': 877.506, 'c': 0.597689}","{'x': 1286.64, 'y': 1074.89, 'c': 0.218849}","{'x': 1383.78, 'y': 665.688, 'c': 0.544263}","{'x': 1392.69, 'y': 901.163, 'c': 0.757043}","{'x': 1463.3, 'y': 1074.9, 'c': 0.075617}","{'x': 1257.19, 'y': 271.283, 'c': 0.194758}","{'x': 1266.09, 'y': 268.289, 'c': 0.892421}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1327.84, 'y': 265.427, 'c': 0.89199}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1292.59, 'y': 1074.9, 'c': 0.0736577}",
"{'x': 1257.25, 'y': 288.896, 'c': 0.886634}","{'x': 1354.51, 'y': 362.646, 'c': 0.837127}","{'x': 1304.38, 'y': 368.441, 'c': 0.757878}","{'x': 1280.9, 'y': 497.867, 'c': 0.678847}","{'x': 1236.82, 'y': 415.495, 'c': 0.773923}","{'x': 1421.94, 'y': 359.512, 'c': 0.747547}","{'x': 1331, 'y': 483.329, 'c': 0.838165}","{'x': 1280.75, 'y': 374.249, 'c': 0.810095}","{'x': 1333.82, 'y': 656.814, 'c': 0.58822}","{'x': 1286.73, 'y': 650.996, 'c': 0.582318}","{'x': 1274.88, 'y': 880.48, 'c': 0.637436}","{'x': 1283.87, 'y': 1074.88, 'c': 0.232026}","{'x': 1380.94, 'y': 662.739, 'c': 0.547627}","{'x': 1395.55, 'y': 903.951, 'c': 0.763358}","{'x': 1466.13, 'y': 1074.9, 'c': 0.0624414}","{'x': 1257.18, 'y': 271.256, 'c': 0.223704}","{'x': 1266.17, 'y': 268.255, 'c': 0.877615}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1327.85, 'y': 268.21, 'c': 0.899385}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1289.65, 'y': 1074.9, 'c': 0.0805079}",
"{'x': 1257.27, 'y': 288.942, 'c': 0.895466}","{'x': 1354.42, 'y': 365.348, 'c': 0.85615}","{'x': 1304.25, 'y': 368.492, 'c': 0.733975}","{'x': 1283.8, 'y': 503.827, 'c': 0.693299}","{'x': 1236.78, 'y': 415.578, 'c': 0.74836}","{'x': 1421.96, 'y': 359.488, 'c': 0.750111}","{'x': 1333.76, 'y': 483.283, 'c': 0.83256}","{'x': 1280.77, 'y': 374.278, 'c': 0.80814}","{'x': 1336.7, 'y': 656.87, 'c': 0.582524}","{'x': 1289.64, 'y': 653.878, 'c': 0.571781}","{'x': 1269.06, 'y': 880.6, 'c': 0.681534}","{'x': 1283.91, 'y': 1074.88, 'c': 0.226169}","{'x': 1383.8, 'y': 665.62, 'c': 0.547213}","{'x': 1395.53, 'y': 903.946, 'c': 0.751539}","{'x': 1466.13, 'y': 1074.9, 'c': 0.0595933}","{'x': 1257.18, 'y': 271.274, 'c': 0.192237}","{'x': 1266.16, 'y': 268.287, 'c': 0.873997}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1327.9, 'y': 268.242, 'c': 0.904026}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1289.65, 'y': 1074.9, 'c': 0.0821844}",
"{'x': 1257.29, 'y': 288.897, 'c': 0.892493}","{'x': 1354.5, 'y': 365.386, 'c': 0.840606}","{'x': 1304.31, 'y': 371.321, 'c': 0.741457}","{'x': 1283.87, 'y': 503.865, 'c': 0.669374}","{'x': 1239.57, 'y': 421.42, 'c': 0.73563}","{'x': 1422, 'y': 359.573, 'c': 0.76001}","{'x': 1333.79, 'y': 483.345, 'c': 0.826439}","{'x': 1280.73, 'y': 371.321, 'c': 0.823754}","{'x': 1336.76, 'y': 659.773, 'c': 0.578999}","{'x': 1289.66, 'y': 653.901, 'c': 0.573332}","{'x': 1266.14, 'y': 877.611, 'c': 0.668138}","{'x': 1283.84, 'y': 1074.88, 'c': 0.278715}","{'x': 1386.75, 'y': 665.647, 'c': 0.543773}","{'x': 1395.62, 'y': 901.124, 'c': 0.744524}","{'x': 1466.2, 'y': 1074.9, 'c': 0.0607667}","{'x': 1257.2, 'y': 271.201, 'c': 0.170138}","{'x': 1269.02, 'y': 268.235, 'c': 0.868715}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1327.94, 'y': 268.256, 'c': 0.916294}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1286.8, 'y': 1074.9, 'c': 0.109116}",
"{'x': 1257.36, 'y': 286.048, 'c': 0.875092}","{'x': 1354.52, 'y': 362.608, 'c': 0.842303}","{'x': 1304.29, 'y': 365.556, 'c': 0.753494}","{'x': 1283.76, 'y': 506.64, 'c': 0.672499}","{'x': 1236.79, 'y': 424.295, 'c': 0.748015}","{'x': 1422.04, 'y': 359.611, 'c': 0.769886}","{'x': 1336.75, 'y': 483.277, 'c': 0.813717}","{'x': 1280.76, 'y': 371.372, 'c': 0.816536}","{'x': 1339.68, 'y': 656.857, 'c': 0.568455}","{'x': 1289.65, 'y': 653.902, 'c': 0.564217}","{'x': 1274.86, 'y': 880.444, 'c': 0.677686}","{'x': 1283.89, 'y': 1074.88, 'c': 0.274199}","{'x': 1389.75, 'y': 662.722, 'c': 0.536509}","{'x': 1401.36, 'y': 898.204, 'c': 0.77122}","{'x': 1469.05, 'y': 1074.9, 'c': 0.0675697}","{'x': 1257.24, 'y': 268.434, 'c': 0.153332}","{'x': 1269.1, 'y': 268.175, 'c': 0.854191}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1327.98, 'y': 268.228, 'c': 0.904425}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1289.63, 'y': 1074.9, 'c': 0.109047}",
"{'x': 1260.13, 'y': 288.861, 'c': 0.879437}","{'x': 1354.53, 'y': 362.599, 'c': 0.843604}","{'x': 1304.28, 'y': 365.584, 'c': 0.769735}","{'x': 1283.64, 'y': 503.736, 'c': 0.690082}","{'x': 1236.63, 'y': 418.457, 'c': 0.811212}","{'x': 1422.07, 'y': 359.506, 'c': 0.767193}","{'x': 1339.7, 'y': 483.296, 'c': 0.804316}","{'x': 1280.9, 'y': 368.52, 'c': 0.830204}","{'x': 1336.77, 'y': 659.787, 'c': 0.560399}","{'x': 1286.71, 'y': 653.946, 'c': 0.567917}","{'x': 1277.76, 'y': 880.445, 'c': 0.65634}","{'x': 1286.69, 'y': 1074.89, 'c': 0.213348}","{'x': 1389.74, 'y': 662.765, 'c': 0.528532}","{'x': 1401.51, 'y': 895.231, 'c': 0.754903}","{'x': 1469.14, 'y': 1074.9, 'c': 0.0747587}","{'x': 1257.35, 'y': 268.388, 'c': 0.183027}","{'x': 1274.88, 'y': 265.315, 'c': 0.830281}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1330.79, 'y': 265.382, 'c': 0.865316}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1292.59, 'y': 1074.9, 'c': 0.0740462}",
"{'x': 1260.1, 'y': 285.944, 'c': 0.861174}","{'x': 1354.38, 'y': 362.558, 'c': 0.859424}","{'x': 1298.44, 'y': 365.461, 'c': 0.726284}","{'x': 1277.9, 'y': 506.626, 'c': 0.721}","{'x': 1233.73, 'y': 412.622, 'c': 0.812749}","{'x': 1422.05, 'y': 359.492, 'c': 0.755843}","{'x': 1336.79, 'y': 483.235, 'c': 0.806076}","{'x': 1280.85, 'y': 368.354, 'c': 0.846563}","{'x': 1339.64, 'y': 659.758, 'c': 0.559166}","{'x': 1286.81, 'y': 656.824, 'c': 0.555311}","{'x': 1271.99, 'y': 877.592, 'c': 0.61663}","{'x': 1283.87, 'y': 1074.88, 'c': 0.281965}","{'x': 1389.75, 'y': 662.726, 'c': 0.533211}","{'x': 1404.42, 'y': 898.219, 'c': 0.724364}","{'x': 1469.2, 'y': 1074.9, 'c': 0.0705499}","{'x': 1257.31, 'y': 268.243, 'c': 0.207276}","{'x': 1272.03, 'y': 262.373, 'c': 0.811483}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1330.82, 'y': 262.449, 'c': 0.84033}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1289.61, 'y': 1074.9, 'c': 0.108985}",
"{'x': 1260.12, 'y': 280.065, 'c': 0.861309}","{'x': 1354.3, 'y': 362.514, 'c': 0.867361}","{'x': 1292.54, 'y': 365.363, 'c': 0.72476}","{'x': 1269.03, 'y': 500.838, 'c': 0.664152}","{'x': 1230.75, 'y': 409.626, 'c': 0.784094}","{'x': 1422.03, 'y': 356.645, 'c': 0.750457}","{'x': 1333.83, 'y': 483.178, 'c': 0.839502}","{'x': 1280.89, 'y': 365.426, 'c': 0.867812}","{'x': 1339.63, 'y': 656.854, 'c': 0.559589}","{'x': 1286.8, 'y': 653.925, 'c': 0.559731}","{'x': 1266.06, 'y': 877.623, 'c': 0.7111}","{'x': 1283.89, 'y': 1074.88, 'c': 0.250052}","{'x': 1389.76, 'y': 662.686, 'c': 0.535069}","{'x': 1401.49, 'y': 898.157, 'c': 0.755674}","{'x': 1469.2, 'y': 1074.9, 'c': 0.0613793}","{'x': 1257.37, 'y': 262.426, 'c': 0.166922}","{'x': 1274.92, 'y': 256.538, 'c': 0.830953}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1331.01, 'y': 262.398, 'c': 0.855869}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1289.65, 'y': 1074.9, 'c': 0.0926449}",
"{'x': 1260.09, 'y': 277.185, 'c': 0.866701}","{'x': 1351.54, 'y': 362.587, 'c': 0.86751}","{'x': 1286.78, 'y': 365.452, 'c': 0.720903}","{'x': 1260.26, 'y': 497.884, 'c': 0.712074}","{'x': 1227.86, 'y': 412.484, 'c': 0.774973}","{'x': 1421.96, 'y': 359.579, 'c': 0.746649}","{'x': 1333.88, 'y': 483.206, 'c': 0.836914}","{'x': 1280.86, 'y': 365.348, 'c': 0.860747}","{'x': 1336.79, 'y': 662.711, 'c': 0.574027}","{'x': 1289.6, 'y': 656.872, 'c': 0.568823}","{'x': 1257.33, 'y': 868.772, 'c': 0.731618}","{'x': 1283.87, 'y': 1074.87, 'c': 0.457327}","{'x': 1389.68, 'y': 665.64, 'c': 0.546618}","{'x': 1398.65, 'y': 904.063, 'c': 0.730858}","{'x': 1466.26, 'y': 1074.9, 'c': 0.0653352}","{'x': 1257.37, 'y': 262.44, 'c': 0.167573}","{'x': 1274.93, 'y': 256.529, 'c': 0.828256}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1333.76, 'y': 256.625, 'c': 0.843647}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1292.61, 'y': 1074.89, 'c': 0.103196}","{'x': 1286.73, 'y': 1074.91, 'c': 0.084886}","{'x': 1292.62, 'y': 1074.9, 'c': 0.213549}",
"{'x': 1257.36, 'y': 280.129, 'c': 0.858568}","{'x': 1351.3, 'y': 368.366, 'c': 0.84143}","{'x': 1280.71, 'y': 377.217, 'c': 0.666481}","{'x': 1260.24, 'y': 500.883, 'c': 0.698493}","{'x': 1219, 'y': 412.572, 'c': 0.752486}","{'x': 1421.96, 'y': 362.571, 'c': 0.794729}","{'x': 1333.89, 'y': 486.087, 'c': 0.818237}","{'x': 1280.86, 'y': 365.365, 'c': 0.848902}","{'x': 1333.84, 'y': 665.634, 'c': 0.586819}","{'x': 1283.85, 'y': 662.683, 'c': 0.580094}","{'x': 1254.24, 'y': 874.572, 'c': 0.69191}","{'x': 1283.86, 'y': 1074.86, 'c': 0.464431}","{'x': 1386.76, 'y': 668.552, 'c': 0.541885}","{'x': 1395.5, 'y': 904.163, 'c': 0.725367}","{'x': 1463.32, 'y': 1074.9, 'c': 0.0842726}","{'x': 1257.31, 'y': 268.216, 'c': 0.384079}","{'x': 1277.78, 'y': 262.377, 'c': 0.847688}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1333.87, 'y': 265.276, 'c': 0.846721}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1292.57, 'y': 1074.88, 'c': 0.113101}","{'x': 1286.71, 'y': 1074.91, 'c': 0.0940848}","{'x': 1292.61, 'y': 1074.89, 'c': 0.236175}",
"{'x': 1260.14, 'y': 288.931, 'c': 0.868704}","{'x': 1354.36, 'y': 377.199, 'c': 0.827307}","{'x': 1286.8, 'y': 383.033, 'c': 0.669505}","{'x': 1263.11, 'y': 506.634, 'c': 0.726658}","{'x': 1216.16, 'y': 415.601, 'c': 0.769153}","{'x': 1422.12, 'y': 365.549, 'c': 0.789845}","{'x': 1336.68, 'y': 489.03, 'c': 0.801771}","{'x': 1283.65, 'y': 365.431, 'c': 0.84136}","{'x': 1330.78, 'y': 668.599, 'c': 0.59093}","{'x': 1280.85, 'y': 662.713, 'c': 0.581797}","{'x': 1248.4, 'y': 877.573, 'c': 0.701532}","{'x': 1283.68, 'y': 1074.85, 'c': 0.530577}","{'x': 1378.01, 'y': 674.475, 'c': 0.537106}","{'x': 1386.78, 'y': 906.959, 'c': 0.740065}","{'x': 1463.31, 'y': 1074.9, 'c': 0.101091}","{'x': 1257.36, 'y': 268.385, 'c': 0.460192}","{'x': 1277.91, 'y': 265.386, 'c': 0.870682}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1336.75, 'y': 268.227, 'c': 0.845492}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1283.77, 'y': 1074.9, 'c': 0.110455}","{'x': 1283.77, 'y': 1074.91, 'c': 0.0991707}","{'x': 1289.63, 'y': 1074.89, 'c': 0.284323}",
"{'x': 1260.13, 'y': 291.785, 'c': 0.879889}","{'x': 1354.27, 'y': 383.049, 'c': 0.849724}","{'x': 1283.83, 'y': 386.073, 'c': 0.733446}","{'x': 1269.07, 'y': 509.666, 'c': 0.674158}","{'x': 1219, 'y': 421.441, 'c': 0.763661}","{'x': 1422.13, 'y': 368.5, 'c': 0.760402}","{'x': 1342.62, 'y': 500.786, 'c': 0.8031}","{'x': 1283.66, 'y': 368.444, 'c': 0.835479}","{'x': 1330.8, 'y': 671.514, 'c': 0.618437}","{'x': 1280.82, 'y': 665.71, 'c': 0.611679}","{'x': 1245.52, 'y': 871.721, 'c': 0.660115}","{'x': 1283.75, 'y': 1074.86, 'c': 0.506245}","{'x': 1378.07, 'y': 674.537, 'c': 0.565529}","{'x': 1380.86, 'y': 904.15, 'c': 0.73767}","{'x': 1457.38, 'y': 1074.9, 'c': 0.089413}","{'x': 1257.33, 'y': 271.172, 'c': 0.384912}","{'x': 1277.82, 'y': 268.24, 'c': 0.879417}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1336.68, 'y': 268.325, 'c': 0.868485}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 0, 'y': 0, 'c': 0}","{'x': 1286.69, 'y': 1074.9, 'c': 0.110948}","{'x': 1283.81, 'y': 1074.91, 'c': 0.0948012}","{'x': 1289.7, 'y': 1074.89, 'c': 0.247382}",
